_id,ltable_ID,rtable_ID,ltable_name,ltable_address,ltable_zipcode,ltable_cuisine,rtable_name,rtable_address,rtable_zipcode,rtable_cuisine,label
853379,3942,20479,new harlem besame latino soul lounge,"2070 adam clayton powell blvd, ,",10027,caribbean latin american,kennedy fried chicken,2057 adam clayton powell jr blvd,10027,american,0
853395,3942,8270,new harlem besame latino soul lounge,"2070 adam clayton powell blvd, ,",10027,caribbean latin american,asian fusion,2071 adam clayton powell jr blvd,10027,asian,0
853413,3942,15534,new harlem besame latino soul lounge,"2070 adam clayton powell blvd, ,",10027,caribbean latin american,delhi masala restaurant,2077 adam clayton powell jr blvd,10027,indian,0
854368,3952,10943,buffalo wild wings,"2319 frederick douglass blvd, ,",10027,chicken wings sports bars american (traditional),buffalo wild wings,2319 frederick douglass blvd,10027,chicken,1
854520,3953,23808,subway,"578 w 125th st, ,",10027,fast food sandwiches,subway,578 w 125th st,10027,sandwiches/salads/mixed buffet,0
854802,3957,23679,little caesar's pizza,"377 w 125th st, ,",10027,pizza,little caesar's,377 w 125th st,10027,pizza,0
855190,3963,23245,checkers,"79 w 125th st,",10027,american (traditional) fast food burgers,checkers,79 w 125th st,10027,american,1
856482,3978,20479,tropical grill & restaurant,"2145 adam clayton powell jr blvd, ,",10027,caribbean spanish,kennedy fried chicken,2057 adam clayton powell jr blvd,10027,american,0
856498,3978,8270,tropical grill & restaurant,"2145 adam clayton powell jr blvd, ,",10027,caribbean spanish,asian fusion,2071 adam clayton powell jr blvd,10027,asian,0
856516,3978,15534,tropical grill & restaurant,"2145 adam clayton powell jr blvd, ,",10027,caribbean spanish,delhi masala restaurant,2077 adam clayton powell jr blvd,10027,indian,0
856527,3978,6532,tropical grill & restaurant,"2145 adam clayton powell jr blvd, ,",10027,caribbean spanish,harlem karibe take out,2234 adam clayton powel jr blvd,10027,caribbean,0
858301,4005,20479,kennedy fried chicken,"2057 adam clayton powell blvd, ,",10027,fast food chicken wings,kennedy fried chicken,2057 adam clayton powell jr blvd,10027,american,1
858317,4005,8270,kennedy fried chicken,"2057 adam clayton powell blvd, ,",10027,fast food chicken wings,asian fusion,2071 adam clayton powell jr blvd,10027,asian,0
858335,4005,15534,kennedy fried chicken,"2057 adam clayton powell blvd, ,",10027,fast food chicken wings,delhi masala restaurant,2077 adam clayton powell jr blvd,10027,indian,0
860655,4036,20479,paris blues,"2021 adam clayton powell junior blvd, ave 7,",10027,dive bars jazz & blues,kennedy fried chicken,2057 adam clayton powell jr blvd,10027,american,0
860671,4036,8270,paris blues,"2021 adam clayton powell junior blvd, ave 7,",10027,dive bars jazz & blues,asian fusion,2071 adam clayton powell jr blvd,10027,asian,0
860689,4036,15534,paris blues,"2021 adam clayton powell junior blvd, ave 7,",10027,dive bars jazz & blues,delhi masala restaurant,2077 adam clayton powell jr blvd,10027,indian,0
862554,4057,22817,little frog bistro & bar,"322 e 86th st,",10028,french bars desserts,little frog francois latapie,322 e 86th st,10028,french,1
863121,4062,8578,bondurants,"303 e 85th st, ,",10028,american (new) beer bar,bondurants,303 e 85th st,10028,american,1
864993,4077,13852,kobeyaki,"215 e 86th st, ,",10028,sushi bars japanese asian fusion,kobeyaki,215 e 86th st,10028,japanese,1
865144,4078,1704,bar prima,"331 e 81st st, ,",10028,wine bars tapas/small plates breakfast & brunch,bar prima,331 e 81st st,10028,american,1
873101,4134,9205,jacques,"204 e 85th st, ste 206,",10028,french,jaques brasserie,204 e 85th st,10028,french,1
879163,4185,23722,gracie's on 2nd diner,"300 e 86th st, ,",10028,diners,tasti d lite,300 e 86th st,10028,other,0
879190,4185,4575,gracie's on 2nd diner,"300 e 86th st, ,",10028,diners,gracie's on 2nd,300 e 86th st,10028,american,1
882638,4216,11298,amai z,"435 e 86th  st, ,",10028,mediterranean salad,munchery,435 e 86th st,10028,american,0
889747,4271,22610,nocciola ristorante,"237 e 116th st, ,",10029,italian,nocciola ristorante,237 e 116th st,10029,italian,1
893027,4296,19282,neapolitan express,"232 e 111th st, ,",10029,pizza italian,neapolitan express,232 e 111th st,10029,pizza,1
893734,4301,3122,nocciola pizzeria e trattoria,"123 e 110th st, ,",10029,pizza italian,nocciola pizzeria,123 e 110th st,10029,pizza,1
905402,4393,19407,in n out,"360 e 116th st, ,",10029,bakeries chinese sandwiches,good taste 360 inc,360 e 116th st,10029,chinese,1
907232,4418,16190,burger king,"154 e 116th st, ,",10029,burgers,burger king,154 e 116th st,10029,hamburgers,1
910623,4449,13381,monster savings,"314 e 106th st, ,",10029,grocery food delivery services,monster savings,314 e 106th st,10029,delicatessen,1
911235,4455,20111,eddie's ny deli & pizza,"184 e 116th st, ,",10029,delis pizza,eddie's deli & pizza,184 e 116th st,10029,american,0
913996,4477,22782,hyacinth's haven,"2374 adam clayton powell jr blvd, ,",10030,bars american (new) cafes,cea-lo cafe,2496 adam clayton powell jr blvd,10030,seafood,0
913999,4477,19108,hyacinth's haven,"2374 adam clayton powell jr blvd, ,",10030,bars american (new) cafes,hyacinth haven harlem,2374 adam clayton powell jr blvd,10030,american,1
914005,4477,21166,hyacinth's haven,"2374 adam clayton powell jr blvd, ,",10030,bars american (new) cafes,rusty's flavor,2261 adam clayton powell jr blvd,10030,caribbean,0
914006,4477,10397,hyacinth's haven,"2374 adam clayton powell jr blvd, ,",10030,bars american (new) cafes,fu on kitchen,2419 adam clayton powell jr boulevard,10030,chinese,0
914008,4477,9904,hyacinth's haven,"2374 adam clayton powell jr blvd, ,",10030,bars american (new) cafes,ihop,22902298 adam clayton powell jr boulevard,10030,pancakes/waffles,0
914015,4477,16562,hyacinth's haven,"2374 adam clayton powell jr blvd, ,",10030,bars american (new) cafes,africa kine,2267 adam clayton powell jr blvd,10030,african,0
914022,4477,22908,hyacinth's haven,"2374 adam clayton powell jr blvd, ,",10030,bars american (new) cafes,johnny kaks,2453 adam clayton powell jr blvd,10030,caribbean,0
914095,4481,22782,belle harlem,"2363 adam clayton powell blvd,",10030,american (new) southern,cea-lo cafe,2496 adam clayton powell jr blvd,10030,seafood,0
914098,4481,19108,belle harlem,"2363 adam clayton powell blvd,",10030,american (new) southern,hyacinth haven harlem,2374 adam clayton powell jr blvd,10030,american,0
914104,4481,21166,belle harlem,"2363 adam clayton powell blvd,",10030,american (new) southern,rusty's flavor,2261 adam clayton powell jr blvd,10030,caribbean,0
914114,4481,16562,belle harlem,"2363 adam clayton powell blvd,",10030,american (new) southern,africa kine,2267 adam clayton powell jr blvd,10030,african,0
914121,4481,22908,belle harlem,"2363 adam clayton powell blvd,",10030,american (new) southern,johnny kaks,2453 adam clayton powell jr blvd,10030,caribbean,0
914148,4484,10440,ma dukes,"2492 frederick douglass blvd, ,",10030,soul food,ma dukes,2492 frederick douglass blvd,10030,soul food,1
914161,4485,22782,little ochie jamaican cuisine,"2492 adam clayton powell jr blvd, ,",10030,caribbean,cea-lo cafe,2496 adam clayton powell jr blvd,10030,seafood,0
914164,4485,19108,little ochie jamaican cuisine,"2492 adam clayton powell jr blvd, ,",10030,caribbean,hyacinth haven harlem,2374 adam clayton powell jr blvd,10030,american,0
914170,4485,21166,little ochie jamaican cuisine,"2492 adam clayton powell jr blvd, ,",10030,caribbean,rusty's flavor,2261 adam clayton powell jr blvd,10030,caribbean,0
914171,4485,10397,little ochie jamaican cuisine,"2492 adam clayton powell jr blvd, ,",10030,caribbean,fu on kitchen,2419 adam clayton powell jr boulevard,10030,chinese,0
914173,4485,9904,little ochie jamaican cuisine,"2492 adam clayton powell jr blvd, ,",10030,caribbean,ihop,22902298 adam clayton powell jr boulevard,10030,pancakes/waffles,0
914180,4485,16562,little ochie jamaican cuisine,"2492 adam clayton powell jr blvd, ,",10030,caribbean,africa kine,2267 adam clayton powell jr blvd,10030,african,0
914187,4485,22908,little ochie jamaican cuisine,"2492 adam clayton powell jr blvd, ,",10030,caribbean,johnny kaks,2453 adam clayton powell jr blvd,10030,caribbean,0
914194,4486,22782,ponty bistro,"2375 adam clayton powell jr blvd, ,",10030,french senegalese,cea-lo cafe,2496 adam clayton powell jr blvd,10030,seafood,0
914197,4486,19108,ponty bistro,"2375 adam clayton powell jr blvd, ,",10030,french senegalese,hyacinth haven harlem,2374 adam clayton powell jr blvd,10030,american,0
914203,4486,21166,ponty bistro,"2375 adam clayton powell jr blvd, ,",10030,french senegalese,rusty's flavor,2261 adam clayton powell jr blvd,10030,caribbean,0
914204,4486,10397,ponty bistro,"2375 adam clayton powell jr blvd, ,",10030,french senegalese,fu on kitchen,2419 adam clayton powell jr boulevard,10030,chinese,0
914206,4486,9904,ponty bistro,"2375 adam clayton powell jr blvd, ,",10030,french senegalese,ihop,22902298 adam clayton powell jr boulevard,10030,pancakes/waffles,0
914213,4486,16562,ponty bistro,"2375 adam clayton powell jr blvd, ,",10030,french senegalese,africa kine,2267 adam clayton powell jr blvd,10030,african,0
914220,4486,22908,ponty bistro,"2375 adam clayton powell jr blvd, ,",10030,french senegalese,johnny kaks,2453 adam clayton powell jr blvd,10030,caribbean,0
914359,4491,22782,tuscan kitchen,"2308 adam clayton powell blvd, ,",10030,cafes italian delis,cea-lo cafe,2496 adam clayton powell jr blvd,10030,seafood,0
914362,4491,19108,tuscan kitchen,"2308 adam clayton powell blvd, ,",10030,cafes italian delis,hyacinth haven harlem,2374 adam clayton powell jr blvd,10030,american,0
914368,4491,21166,tuscan kitchen,"2308 adam clayton powell blvd, ,",10030,cafes italian delis,rusty's flavor,2261 adam clayton powell jr blvd,10030,caribbean,0
914378,4491,16562,tuscan kitchen,"2308 adam clayton powell blvd, ,",10030,cafes italian delis,africa kine,2267 adam clayton powell jr blvd,10030,african,0
914385,4491,22908,tuscan kitchen,"2308 adam clayton powell blvd, ,",10030,cafes italian delis,johnny kaks,2453 adam clayton powell jr blvd,10030,caribbean,0
914443,4493,21380,a taste of seafood express,"2530 135th st frederick douglass blvd, ,",10030,seafood,a taste of seafood restaurant,2530 frederick douglass blvd,10030,seafood,0
914491,4495,22782,shrine,"2271 adam clayton powell blvd, ,",10030,bars music venues,cea-lo cafe,2496 adam clayton powell jr blvd,10030,seafood,0
914494,4495,19108,shrine,"2271 adam clayton powell blvd, ,",10030,bars music venues,hyacinth haven harlem,2374 adam clayton powell jr blvd,10030,american,0
914500,4495,21166,shrine,"2271 adam clayton powell blvd, ,",10030,bars music venues,rusty's flavor,2261 adam clayton powell jr blvd,10030,caribbean,0
914510,4495,16562,shrine,"2271 adam clayton powell blvd, ,",10030,bars music venues,africa kine,2267 adam clayton powell jr blvd,10030,african,0
914517,4495,22908,shrine,"2271 adam clayton powell blvd, ,",10030,bars music venues,johnny kaks,2453 adam clayton powell jr blvd,10030,caribbean,0
914722,4504,22782,polanco restaurant & barbecue,"2421 adam clayton powell junior blvd, ,",10030,spanish barbeque,cea-lo cafe,2496 adam clayton powell jr blvd,10030,seafood,0
914725,4504,19108,polanco restaurant & barbecue,"2421 adam clayton powell junior blvd, ,",10030,spanish barbeque,hyacinth haven harlem,2374 adam clayton powell jr blvd,10030,american,0
914731,4504,21166,polanco restaurant & barbecue,"2421 adam clayton powell junior blvd, ,",10030,spanish barbeque,rusty's flavor,2261 adam clayton powell jr blvd,10030,caribbean,0
914741,4504,16562,polanco restaurant & barbecue,"2421 adam clayton powell junior blvd, ,",10030,spanish barbeque,africa kine,2267 adam clayton powell jr blvd,10030,african,0
914748,4504,22908,polanco restaurant & barbecue,"2421 adam clayton powell junior blvd, ,",10030,spanish barbeque,johnny kaks,2453 adam clayton powell jr blvd,10030,caribbean,0
914755,4505,22782,johnny kaks international,"2453 adam clayton powell junior blvd,",10030,salad seafood vegetarian,cea-lo cafe,2496 adam clayton powell jr blvd,10030,seafood,0
914758,4505,19108,johnny kaks international,"2453 adam clayton powell junior blvd,",10030,salad seafood vegetarian,hyacinth haven harlem,2374 adam clayton powell jr blvd,10030,american,0
914764,4505,21166,johnny kaks international,"2453 adam clayton powell junior blvd,",10030,salad seafood vegetarian,rusty's flavor,2261 adam clayton powell jr blvd,10030,caribbean,0
914774,4505,16562,johnny kaks international,"2453 adam clayton powell junior blvd,",10030,salad seafood vegetarian,africa kine,2267 adam clayton powell jr blvd,10030,african,0
914781,4505,22908,johnny kaks international,"2453 adam clayton powell junior blvd,",10030,salad seafood vegetarian,johnny kaks,2453 adam clayton powell jr blvd,10030,caribbean,1
914821,4509,22782,ihop,"2290 adam clayton powell jr blvd, ,",10030,breakfast & brunch american (traditional),cea-lo cafe,2496 adam clayton powell jr blvd,10030,seafood,0
914824,4509,19108,ihop,"2290 adam clayton powell jr blvd, ,",10030,breakfast & brunch american (traditional),hyacinth haven harlem,2374 adam clayton powell jr blvd,10030,american,0
914830,4509,21166,ihop,"2290 adam clayton powell jr blvd, ,",10030,breakfast & brunch american (traditional),rusty's flavor,2261 adam clayton powell jr blvd,10030,caribbean,0
914831,4509,10397,ihop,"2290 adam clayton powell jr blvd, ,",10030,breakfast & brunch american (traditional),fu on kitchen,2419 adam clayton powell jr boulevard,10030,chinese,0
914833,4509,9904,ihop,"2290 adam clayton powell jr blvd, ,",10030,breakfast & brunch american (traditional),ihop,22902298 adam clayton powell jr boulevard,10030,pancakes/waffles,1
914840,4509,16562,ihop,"2290 adam clayton powell jr blvd, ,",10030,breakfast & brunch american (traditional),africa kine,2267 adam clayton powell jr blvd,10030,african,0
914847,4509,22908,ihop,"2290 adam clayton powell jr blvd, ,",10030,breakfast & brunch american (traditional),johnny kaks,2453 adam clayton powell jr blvd,10030,caribbean,0
914930,4512,10397,fu on kitchen,"2419 adam clayton powell, ,",10030,restaurants,fu on kitchen,2419 adam clayton powell jr boulevard,10030,chinese,1
915019,4515,22782,little harlem fried chicken,2261 adam clayton powell jr blvd,10030,chicken wings burgers pizza,cea-lo cafe,2496 adam clayton powell jr blvd,10030,seafood,0
915022,4515,19108,little harlem fried chicken,2261 adam clayton powell jr blvd,10030,chicken wings burgers pizza,hyacinth haven harlem,2374 adam clayton powell jr blvd,10030,american,0
915028,4515,21166,little harlem fried chicken,2261 adam clayton powell jr blvd,10030,chicken wings burgers pizza,rusty's flavor,2261 adam clayton powell jr blvd,10030,caribbean,0
915029,4515,10397,little harlem fried chicken,2261 adam clayton powell jr blvd,10030,chicken wings burgers pizza,fu on kitchen,2419 adam clayton powell jr boulevard,10030,chinese,0
915031,4515,9904,little harlem fried chicken,2261 adam clayton powell jr blvd,10030,chicken wings burgers pizza,ihop,22902298 adam clayton powell jr boulevard,10030,pancakes/waffles,0
915038,4515,16562,little harlem fried chicken,2261 adam clayton powell jr blvd,10030,chicken wings burgers pizza,africa kine,2267 adam clayton powell jr blvd,10030,african,0
915045,4515,22908,little harlem fried chicken,2261 adam clayton powell jr blvd,10030,chicken wings burgers pizza,johnny kaks,2453 adam clayton powell jr blvd,10030,caribbean,0
915250,4524,22782,make my cake,"2380 adam clayton powell blvd, ,",10030,bakeries,cea-lo cafe,2496 adam clayton powell jr blvd,10030,seafood,0
915253,4524,19108,make my cake,"2380 adam clayton powell blvd, ,",10030,bakeries,hyacinth haven harlem,2374 adam clayton powell jr blvd,10030,american,0
915259,4524,21166,make my cake,"2380 adam clayton powell blvd, ,",10030,bakeries,rusty's flavor,2261 adam clayton powell jr blvd,10030,caribbean,0
915269,4524,16562,make my cake,"2380 adam clayton powell blvd, ,",10030,bakeries,africa kine,2267 adam clayton powell jr blvd,10030,african,0
915272,4524,22125,make my cake,"2380 adam clayton powell blvd, ,",10030,bakeries,make my cake,2380 adam clayton powell boulevard,10030,bakery,1
915276,4524,22908,make my cake,"2380 adam clayton powell blvd, ,",10030,bakeries,johnny kaks,2453 adam clayton powell jr blvd,10030,caribbean,0
915283,4525,22782,bed of nails-nail bar,"2272 adam clayton powell jr blvd,",10030,nail salons eyelash service skin care,cea-lo cafe,2496 adam clayton powell jr blvd,10030,seafood,0
915286,4525,19108,bed of nails-nail bar,"2272 adam clayton powell jr blvd,",10030,nail salons eyelash service skin care,hyacinth haven harlem,2374 adam clayton powell jr blvd,10030,american,0
915292,4525,21166,bed of nails-nail bar,"2272 adam clayton powell jr blvd,",10030,nail salons eyelash service skin care,rusty's flavor,2261 adam clayton powell jr blvd,10030,caribbean,0
915293,4525,10397,bed of nails-nail bar,"2272 adam clayton powell jr blvd,",10030,nail salons eyelash service skin care,fu on kitchen,2419 adam clayton powell jr boulevard,10030,chinese,0
915295,4525,9904,bed of nails-nail bar,"2272 adam clayton powell jr blvd,",10030,nail salons eyelash service skin care,ihop,22902298 adam clayton powell jr boulevard,10030,pancakes/waffles,0
915302,4525,16562,bed of nails-nail bar,"2272 adam clayton powell jr blvd,",10030,nail salons eyelash service skin care,africa kine,2267 adam clayton powell jr blvd,10030,african,0
915309,4525,22908,bed of nails-nail bar,"2272 adam clayton powell jr blvd,",10030,nail salons eyelash service skin care,johnny kaks,2453 adam clayton powell jr blvd,10030,caribbean,0
915349,4527,22782,wicked weaves,"2372 adam clayton powell blvd, ,",10030,hair extensions,cea-lo cafe,2496 adam clayton powell jr blvd,10030,seafood,0
915352,4527,19108,wicked weaves,"2372 adam clayton powell blvd, ,",10030,hair extensions,hyacinth haven harlem,2374 adam clayton powell jr blvd,10030,american,0
915358,4527,21166,wicked weaves,"2372 adam clayton powell blvd, ,",10030,hair extensions,rusty's flavor,2261 adam clayton powell jr blvd,10030,caribbean,0
915368,4527,16562,wicked weaves,"2372 adam clayton powell blvd, ,",10030,hair extensions,africa kine,2267 adam clayton powell jr blvd,10030,african,0
915375,4527,22908,wicked weaves,"2372 adam clayton powell blvd, ,",10030,hair extensions,johnny kaks,2453 adam clayton powell jr blvd,10030,caribbean,0
916628,4547,7924,"agave mexican, spanish & american grill","398 w 145th st, ,",10031,mexican spanish latin american,agave mexican & american grill,398 w 145th st,10031,mexican,1
917170,4556,17624,chinelos ii,"530 w 136th st, ,",10031,mexican grocery delis,chinelos ii deli-grocery restaurant,530 w 136th st,10031,mexican,1
919436,4588,7924,new golden dragon restaurant,"398 w 145th st, ,",10031,chinese,agave mexican & american grill,398 w 145th st,10031,mexican,0
925678,4693,9704,caffebene,9 edward m morgan pl,10032,gelato coffee & tea cafes,caffe bene,9 edward m morgan pl,10032,american,0
925765,4695,9704,taszo espresso bar,"5 edward m morgan pl, ,",10032,cafes coffee & tea,caffe bene,9 edward m morgan pl,10032,american,0
925815,4695,2297,taszo espresso bar,"5 edward m morgan pl, ,",10032,cafes coffee & tea,taszo coffee,5 edward m morgan place,10032,american,0
932129,4792,8127,kazza wine bar,"708 w 177th st,",10033,wine bars tapas bars coffee & tea,kazza wine bar,708 w 177th st,10033,tapas,0
934147,4820,3291,next door,"813 w 187th st, ,",10033,breakfast & brunch american (new) sushi bars,next door restaurant,813 w 187th st,10033,chinese/cuban,1
934882,4830,11717,no 1 chinese restaurant,"825 w 181st st, ,",10033,chinese,#1 chinese restaurant,825 w 181st st,10033,chinese,0
936098,4848,11464,lola lola restaurant,"1306 saint nicholas ave,",10033,cocktail bars hookah bars seafood,lola lola restaurant & bar,1306 saint nicholas ave,10033,spanish,0
936791,4857,2883,great wall chinese food,"800 w 181st st, ,",10033,chinese,great wall,800 w 181st st,10033,chinese,1
937400,4868,3630,happy world restaurant,"1309 saint nicholas ave, ,",10033,chinese,happy world,1309 saint nicholas ave,10033,chinese,0
938096,4880,18842,little caesars,1332 saint nicholas ave,10033,pizza,little caesars,1332 saint nicholas ave,10033,pizza,1
939207,4898,23077,raices,"565 w 207th st,",10034,bars dominican latin american,raices,565 w 207th st,10034,spanish,0
939445,4901,17651,anchor heights,"575 w 207th st,",10034,wine bars italian,anchor heights,575 w 207th st,10034,italian,1
940386,4919,4522,cafe tabaco & ron,"501 w 214th st, ,",10034,latin american,cafe tabaco & ron,501 w 214th st,10034,"latin (cuban, dominican, puerto rican, south & central american)",1
941276,4933,11931,amy's restaurant,"586 w 207th st, ,",10034,chinese,sojo restaurant lounge,586 w 207th st,10034,"bottled beverages, including water, sodas, juices, etc.",0
942296,4949,15469,cocina taller,"416 b w 203rd st, ,",10034,mediterranean champagne bars,cocina taller,416 w 203rd st,10034,"latin (cuban, dominican, puerto rican, south & central american)",0
942453,4951,4878,la nueva espana,"606 w 207th st, ,",10034,latin american,la nueva espana restaurant,606 w 207th st,10034,"latin (cuban, dominican, puerto rican, south & central american)",1
942935,4959,11931,amy's restaurant chinese & asian cuisine,586 w 207th st,10034,chinese,sojo restaurant lounge,586 w 207th st,10034,"bottled beverages, including water, sodas, juices, etc.",0
943007,4960,15469,vacca grill & lounge,"416 w 203rd st, ,",10034,lounges american (new),cocina taller,416 w 203rd st,10034,"latin (cuban, dominican, puerto rican, south & central american)",0
943093,4961,11931,soju restaurant & lounge,"586 w 207th st, ,",10034,lounges sushi bars breakfast & brunch,sojo restaurant lounge,586 w 207th st,10034,"bottled beverages, including water, sodas, juices, etc.",0
943535,4968,20088,el fuerte deli restaurant,"582 w 207th st,",10034,dominican latin american american (traditional),el fuerte deli restaurant,582 w 207th st,10034,"latin (cuban, dominican, puerto rican, south & central american)",0
944156,4976,6130,el anafe supreme,"584 w 207th st, ,",10034,salad mexican,el anafe express,584 w 207th st,10034,spanish,1
944973,4991,14699,empire chinese restaurant,"563a w 207th st, ,",10034,chinese,empire kitchen,563a w 207th st,10034,chinese,1
945286,4996,12382,delio's pizza,"553 w 207th st,",10034,pizza,noel pizza,553 w 207th st,10034,pizza,1
946238,5010,23077,monaco lounge,"565 w 207th st,",10034,dance clubs lounges,raices,565 w 207th st,10034,spanish,0
946904,5028,8529,thai soup,"166 e 118th st, ste a,",10035,thai,pipo's restaurant,166 e 118th st,10035,mexican,0
947373,5036,23878,el kallejon,209 e 117th st,10035,tapas bars,el kallejon botanas,209 e 117th st,10035,mexican,0
947475,5039,23909,bosa's pizza of harlem,"256 e 125th st,",10035,pizza,bosa of harlem,256 e 125th st,10035,pizza,1
947564,5041,8529,pipo's mexican restaurant,"166 e 118th st, ,",10035,mexican,pipo's restaurant,166 e 118th st,10035,mexican,1
948493,5058,23760,q & n foods,"107 e 125th st, ,",10035,delis breakfast & brunch sandwiches,q & n food,107 e 125th st,10035,delicatessen,1
948789,5064,2945,uptown veg and juice bar,"52 e 125th st, ,",10035,juice bars & smoothies vegan,uptown juice & veg,52 e 125th st,10035,american,1
950702,5111,8394,dutch freds,"307 w 47th st,",10036,cocktail bars tapas/small plates burgers,dutch freds,307 w 47th st,10036,american,1
952104,5114,5633,dim sum palace,"334 w 46th st,",10036,dim sum cantonese,dim sum palace,334 w 46th st,10036,asian,1
954304,5121,8170,ipanema restaurant,"43 w 46th st,",10036,brazilian latin american portuguese,ipanema restaurant,43 w 46th st,10036,brazilian,1
958674,5135,15938,xi'an famous foods,"24 w 45th st, ,",10036,chinese burgers noodles,xi'an famous foods,24 w. 45th st,10036,chinese,0
963504,5148,20200,sean's bar and kitchen,"42 w 48th st,",10036,irish pub beer bar american (new),sean's bar & kitchen,42 w 48th st,10036,american,1
965973,5157,17273,butter midtown,70 w 45th st,10036,american (new),butter  restaurant,70 w 45th st,10036,american,0
966558,5158,16212,ding bbq and hot pot restaurant,"234 w 48th st, ,",10036,hot pot barbeque szechuan,ding,234 w 48th st,10036,chinese,1
971002,5171,0,akdeniz mediterranean restaurant,"19 w 46th st, ,",10036,turkish,akdeniz mediterranean cuisine,19 w 46th st,10036,turkish,1
974149,5179,14974,paul's on times square,"hilton garden inn, 136 w 42nd st,",10036,bars pizza italian,hilton garden inn new york /time squar central,136 w 42nd st,10036,american,1
975001,5183,22331,stk midtown,"1114 avenue of the americas, ,",10036,steakhouses american (new) cocktail bars,starbucks,1185 avenue of the americas,10036,cafã©/coffee/tea,0
975014,5183,20100,stk midtown,"1114 avenue of the americas, ,",10036,steakhouses american (new) cocktail bars,starbucks,1100 avenue of the americas,10036,cafã©/coffee/tea,0
975046,5183,19541,stk midtown,"1114 avenue of the americas, ,",10036,steakhouses american (new) cocktail bars,marsh & mclennan cafeteria,1166 avenue of the americas,10036,american,0
975114,5183,19015,stk midtown,"1114 avenue of the americas, ,",10036,steakhouses american (new) cocktail bars,chick-fil-a at 46th & 6th in-line,1180 avenue of the americas,10036,sandwiches,0
975161,5183,20785,stk midtown,"1114 avenue of the americas, ,",10036,steakhouses american (new) cocktail bars,ocd cafe,1196 avenue of the americas,10036,cafã©/coffee/tea,0
975164,5183,19100,stk midtown,"1114 avenue of the americas, ,",10036,steakhouses american (new) cocktail bars,hale & hearty soup,1100 avenue of the americas,10036,soups & sandwiches,0
975224,5183,7553,stk midtown,"1114 avenue of the americas, ,",10036,steakhouses american (new) cocktail bars,the bistro (hbo cafeteria),1100 avenue of the americas,10036,american,0
975293,5183,13665,stk midtown,"1114 avenue of the americas, ,",10036,steakhouses american (new) cocktail bars,ropes & gray cafe,1211 avenue of the americas,10036,american,0
975294,5183,5537,stk midtown,"1114 avenue of the americas, ,",10036,steakhouses american (new) cocktail bars,europa cafe,1177 avenue of the americas,10036,cafã©/coffee/tea,0
975339,5183,17245,stk midtown,"1114 avenue of the americas, ,",10036,steakhouses american (new) cocktail bars,pret a manger,1200 avenue of the americas,10036,sandwiches,0
978651,5196,23015,sammy's house of bbq,"258 w 44th st,",10036,barbeque burgers sandwiches,sammy's house of bbq,258 w 44th st,10036,southwestern,1
980545,5202,13206,bareburger,"366 w 46th st., ,",10036,burgers salad american (traditional),bareburger,366 w 46th st,10036,hamburgers,1
981717,5208,4207,hing won,"48 w 48th st, ,",10036,cantonese,spice grill,48 w 48th st,10036,indian,0
981864,5208,3388,hing won,"48 w 48th st, ,",10036,cantonese,hing won,48 w 48th st,10036,chinese,1
984422,5218,20100,the bistro,"1100 ave of the americas, ,",10036,cafes,starbucks,1100 avenue of the americas,10036,cafã©/coffee/tea,0
984572,5218,19100,the bistro,"1100 ave of the americas, ,",10036,cafes,hale & hearty soup,1100 avenue of the americas,10036,soups & sandwiches,0
984632,5218,7553,the bistro,"1100 ave of the americas, ,",10036,cafes,the bistro (hbo cafeteria),1100 avenue of the americas,10036,american,1
984918,5220,6584,fresh from hell,"326 w 47th st,",10036,sandwiches juice bars & smoothies soup,frisson espresso,326 w 47th st,10036,cafã©/coffee/tea,0
984942,5220,14300,fresh from hell,"326 w 47th st,",10036,sandwiches juice bars & smoothies soup,fresh from hell,326 w 47th st,10036,"juice, smoothies, fruit salads",1
988008,5228,20311,oaxaca taqueria,"405 w 44th st, ,",10036,mexican,oaxaca taqueria,405 w 44th st,10036,mexican,1
988832,5230,23493,restaurant patrick,"40 w 45th st, , club quarters midtown",10036,breakfast & brunch american (new) diners,club quarters,40 w 45th st,10036,other,0
992273,5240,20584,paramount bar & grill,"paramount hotel, 235 w 46th st,",10036,bars american (traditional),diamond horseshoe,235 w 46th st,10036,american,0
994277,5245,23070,happy family chinese restaurant,"500 w 43rd st, ste 1,",10036,chinese,walter's cottage,500 w 43rd st,10036,other,0
994653,5248,4207,spice grill,48 w 48th st,10036,indian buffets,spice grill,48 w 48th st,10036,indian,1
994800,5248,3388,spice grill,48 w 48th st,10036,indian buffets,hing won,48 w 48th st,10036,chinese,0
1003225,5272,22331,chick-fil-a,"1180 avenue of the americas,, ,",10036,fast food,starbucks,1185 avenue of the americas,10036,cafã©/coffee/tea,0
1003238,5272,20100,chick-fil-a,"1180 avenue of the americas,, ,",10036,fast food,starbucks,1100 avenue of the americas,10036,cafã©/coffee/tea,0
1003270,5272,19541,chick-fil-a,"1180 avenue of the americas,, ,",10036,fast food,marsh & mclennan cafeteria,1166 avenue of the americas,10036,american,0
1003338,5272,19015,chick-fil-a,"1180 avenue of the americas,, ,",10036,fast food,chick-fil-a at 46th & 6th in-line,1180 avenue of the americas,10036,sandwiches,1
