id,name,zip_code,phone,address
10367,Jabran Deli & Gourmet,11205,7187972029,"994 Bedford Ave,"
10368,Luigis Famous Pizza,11205,7186381545,"585 Myrtle Ave, ,"
10369,Good Partners Deli Grocery,11205,3476634643,"158 Nostrand Ave, ,"
10370,Element Seafood,11205,7188585228,"50 Franklin Ave, ,"
10371,Fort Grace Ice Cream & Sweet Shop,11205,7182221510,"229 Dekalb Ave, ,"
10373,Dekalb Gourmet & Grill,11205,3475339355,"447 Dekalb Ave, ,"
10374,Gnarly Vines,11205,7187973183,"350 Myrtle Ave, ,"
10375,Domino's Pizza,11205,7185223733,"328 Myrtle Ave, ,"
10376,Body by Brooklyn,11205,7189239400,"275 Park Ave, ,"
10378,Good Joy,11205,7188588899,"216 Dekalb Ave, ,"
10379,Long Distance Moving Experts,11205,9173360510,","
10380,Win Son,11206,3474576010,"159 Graham Ave,"
10381,The Brooklyn Tree,11206,9179090307,"188 Montrose Ave, ,"
10382,The Topaz,11206,3477707217,"251 Bushwick Ave, ,"
10383,ICHIRAN,11206,7183810491,"374 Johnson Ave, ,"
10384,Sweet Science,11206,3477630872,"135 Graham Ave,"
10385,Moku Moku,11206,7184186666,"43 Bogart St, ,"
10386,Mama Bella's,11206,7183816262,"457 Bushwick Ave, ,"
10387,Momo Sushi Shack,11206,7184186666,"43 Bogart St, ,"
10388,983-Bushwick's Living Room,11206,7183861133,"983 Flushing Ave,"
10389,Syndicated Bar Theater Kitchen,11206,7183863399,"40 Bogart St, ,"
10390,Roberta's,11206,7184171118,"261 Moore St, ,"
10391,EastWick,11206,3479873188,"112 Graham Ave, ,"
10392,Forrest Point,11206,7183662742,"970 Flushing Ave, ,"
10393,Skytown,11206,3474353252,"921 Broadway, ,"
10394,The Graham,11206,7183884682,"151 Meserole St, ,"
10395,Champs Diner,11206,7185992743,"197 Meserole St, ,"
10396,Blanca,11206,3477992807,"261 Moore St, ,"
10397,Habanero Cafe Mexican Grill,11206,3476893556,"715 Flushing Ave, ,"
10398,Samurai Papa,11206,7185997171,"32 Varet St, ,"
10399,sandobe,11206,7185741915,"918 Broadway,"
10400,Taqueria La Placita Puebla,11206,7183021092,"830 Broadway, ,"
10401,Brooklyn Blend,11206,7184842247,"194 Tompkins Ave, ,"
10402,Koda Restaurant & Lounge,11206,3472234026,"985 Flushing Ave, ,"
10403,Dun-Well Doughnuts,11206,3472940871,"222 Montrose Ave,"
10404,Testo,11206,7183884810,"141 Leonard St, ,"
10405,La Isla Cuchifritos,11206,7183884666,"6 Graham Ave, ,"
10406,Healthy Choice Kitchen,11206,7183020700,"181 Graham Ave, ,"
10407,El Cortez,11206,3475992976,"17 Ingraham St, ,"
10408,Central Station,11206,7184839884,"84 Central Ave,"
10409,Dillinger's,11206,7184843222,"146 Evergreen Ave,"
10410,Lucky Star Restaurant,11206,7182189112,"13 Marcus Garvey Blvd, ,"
10411,Bizarre,11206,3479152717,"12 Jefferson St, ,"
10412,Newtown,11206,3479846215,"55 Waterbury St, ,"
10413,19 Cafe,11206,7183878777,"84 Manhattan Ave, ,"
10414,Nam Nam,11206,7183029200,"109 Montrose Ave,"
10416,Brooklyn Ball Factory,11206,7183875296,"95 Montrose Ave, ,"
10417,Caridad China,11206,7183021102,"108 Graham Ave, ,"
10418,Ange Noir Cafe,11206,7188212459,"247 Varet St,"
10419,The Anchored Inn,11206,7185763297,"57 Waterbury St, ,"
10420,Mirakuya Japanese Cuisine,11206,7185763279,"727 Flushing Ave,"
10421,La Lupe,11206,3477152455,"9 Jefferson St, ,"
10422,Moore Street Market,11206,7183841371,"110 Moore St, ,"
10423,Hell Phone,11206,7188212459,"247 Varet St, ,"
10424,Norbert's,11206,7185763612,"791 Flushing Ave, ,"
10425,Tutu's,11206,7184567898,"25 Bogart St, ,"
10426,Pine Box Rock Shop,11206,7183666311,"12 Grattan St, ,"
10427,Jessi's Coffee Shop,11206,7183863931,"223 Bushwick Ave, ,"
10428,Note Thai,11206,7183812889,"279 Bushwick Ave, ,"
10429,Ramonitas Restaurant,11206,7182187860,"110 Moore Street, ,"
10430,La Cocina II Restaurant,11206,7183870330,"100 Moore St, ,"
10431,Cook Street Restaurant,11206,7184866836,"685 Broadway, ,"
10432,Stella Di Sicilia Bakery,11206,7184171849,"217 Montrose Ave, ,"
10435,Brooklyn Mac,11206,7189633646,"173 Montrose Ave, ,"
10436,U Like,11206,7182439096,"602 Marcy Ave, ,"
10437,Carthage Must Be Destroyed,11206,3478240699,"222 Bogart St,"
10438,Bushwick Pita Palace,11206,7184569114,"243 Bushwick Ave, ,"
10439,Crown Fried Chicken,11206,7186245325,"822 Myrtle Ave, ,"
10441,Butcher Block,11206,3474310836,"685 Broadway,"
10442,Swallow Cafe,11206,7183811944,"49 Bogart St, ,"
10443,All About Indian Food,11206,7183811333,443 Bushwick Ave
10444,Central Cafe,11206,7184973028,"108 Central Ave, ,"
10446,Gshmak,11206,7185763190,"164 Wallabout St,"
10447,Little Brooklyn Taste,11206,9177085587,"459 Bushwick Ave, ,"
10448,Pizza & Pasta Restaurant,11206,7183882592,"83 Graham Ave, ,"
10449,Milly's Pizzeria,11206,7185994441,834 Broadway
10450,Bearcat,11206,9179090451,"150 Manhattan Ave,"
10451,Grand Seafood,11206,7182188189,"98 Bushwick Ave, ,"
10452,Cafe Los Arcos,11206,7183812550,"255 A Bushwick Ave, ,"
10454,Cafe' 28,11206,7189422828,"28 Throop Ave,"
10455,'Leafage,11206,3478896915,"685 Broadway, ,"
10457,Big Belly Deli,11206,3472405647,"2 Stanwix St,"
10460,Tina's Place,11206,7188219595,"1002 Flushing Ave, ,"
10461,La Vega,11206,7185992342,"472 Lorimer St, ,"
10462,Wingstop,11206,3475079464,935 Broadway
10463,Krumville Bake Shop,11206,9174067447,"630 Flushing Ave, 8th Fl,"
10464,Antojitos Mexicanos,11206,7183849076,"107 Graham Ave, ,"
10466,Cholulita Bella Deli,11206,3474350813,"888 Broadway, ,"
10467,Stay Fresh Grill & Deli,11206,7185133247,"889 Broadway,"
10468,China City,11206,7183023888,"903 Myrtle Ave, ,"
10469,McDonald's,11206,7185992870,"700 Broadway, ,"
10470,Mike's Pizza,11206,7187825011,"905 Myrtle Ave, ,"
10473,Don Pedro,11206,3476893163,"90 Manhattan Ave, ,"
10474,Grind,11206,3474310837,"685 Broadway, ,"
10475,Crown Fried Chicken,11206,7183870024,"106 Moore St, ,"
10476,Woodhull Deli,11206,7183872928,691 Broadway
10477,Asian Yummy House,11206,7185998889,"824 Broadway, ,"
10478,Meserole's United Deli,11206,7183668957,"232 Meserole st., ,"
10479,IHOP,11206,7184081368,"785 Flushing Ave, ,"
10480,Brooklyn Drinks,11206,7182189778,"140 Graham Ave, ,"
10481,Mi Parador,11206,7186026160,"920 Broadway, ,"
10482,The Pump Juice Bar,11206,7183880790,"306 Ellery St,"
10483,Brooklyn Cafe,11206,7183840744,"816 Broadway, ,"
10485,King's Food,11206,7185992489,"170 Graham Ave, ,"
10486,Bread Brothers Bagel Cafe - Bushwick,11206,7183815400,"220 Bushwick Ave, ,"
10487,J.K. & Sons Restaurant,11206,7187822366,"801 Broadway, ,"
10488,New Fun Sing,11206,7187826915,"689 Broadway, ,"
10489,Crown Fried Chicken,11206,7187822701,"92 Thompkins Ave, ,"
10490,The Squeeze,11206,6463516545,196 Graham Ave
10491,Flaum Appetizing,11206,7183877934,"288 Scholes St, ,"
10492,Burger King,11206,7187820222,"736 Broadway, Brooklyn,"
10493,Geminis II Restaurant,11206,7183848108,"109 Graham Ave, ,"
10494,Graham Avenue Stop One Deli Incorporated,11206,7183883028,146 Graham Ave
10495,Popeyes Louisiana Kitchen,11206,9293878513,"712 Broadway,"
10496,Danny's Pizzeria,11206,7183811669,"241 Bushwick Ave, ,"
10497,The Burg Cafe,11206,7183812442,"253 Bushwick Ave,"
10499,New China,11206,7182490669,"1135 Myrtle Ave, ,"
10500,Chinacity Restaurant,11206,7184431111,"914 Broadway, ,"
10501,Warma Cafe,11206,7189632003,"442 Lorimer St, Ste B,"
10502,Grace Chinese Food II,11206,7183878898,"136 Graham Ave, ,"
10503,NY Moore Hostel,11206,3472278634,"179 Moore St, ,"
10505,Taco Bell,11206,7185997292,"785 Flushing Ave, ,"
10506,Haab,11206,7183884261,"202 Leonard St, ,"
10507,Little Italy Pizza,11206,7184559200,"876 Broadway, ,"
10509,The Cactus,11206,7187693888,"715 Flushing Ave, ,"
10511,Authentic,11206,3478896824,"685 Broadway,"
10512,Happy Garden,11206,7185992489,"170 Graham Avenue, ,"
10513,Half,11206,6313530282,", ,"
10514,David's Pizzeria Restaurant,11206,7189190402,935 Broadway
10515,El Nuevo Yauca Restaurant,11206,7183865913,"465 Bushwick Ave, ,"
10516,Faith Chinese Food,11206,7185992489,"170 Graham Ave, ,"
10517,5 Star Gourmet Deli,11206,7183668555,"413 Bushwick Ave, ,"
10518,Danny's Pizzeria II,11206,7183020226,"176 Graham Ave, ,"
10519,Domino's Pizza,11206,7183022400,"183 Graham Ave, ,"
10520,Crown Fried Chicken & Pizza,11206,7185522999,"972 Myrtle Ave, ,"
10521,Vip Coffee,11206,7183883045,"255 Graham St,"
10522,Super Deli Sajoma,11206,7189632919,161 Manhattan Ave
10523,Sun Hing Chinese Restaurant,11206,7184552721,"104 Marcus Garvey Boulevard, ,"
10524,Xing Wang,11206,7184558622,"956 Broadway, ,"
10525,Marcy Deli,11206,7183880103,541 Marcy Ave
10526,Friendly Deli and Pizza,11206,7189632069,"211 Harrison Ave, ,"
10527,Popeye's Chicken & Biscuits,11206,7189193451,"1132 Myrtle Ave, ,"
10528,El Valle Restaurant,11206,7186026162,"920 Broadway, ,"
10529,Princesa Bakery,11206,7187823822,"94 Graham Ave, ,"
10530,City Super Buffet,11206,7183880983,"687 Flushing Avenue, ,"
10532,Taqueria El Fogon,11206,7183662159,"241 Cook St, ,"
10533,Red Table Catering,11206,9177493639,"205 Leonard St, ,"
10535,The Drink,11206,7187828463,"228 Manhattan Ave, ,"
10536,Chicken Express,11206,7184863534,"582 Broadway, ,"
10537,Broadway Fried Chicken & Pizza,11206,7183877780,"691 Broadway, ,"
10538,Cozzi Pizza,11206,7189634848,"584 Broadway, ,"
10539,Weldtastic - School of WeldToast,11206,6463629197,"321 Maujer St,"
10540,Tradesman,11206,7183865300,"222 Bushwick Ave, ,"
10541,Tommy Lasagna Catering,11206,2122283494,"630 Flushing Ave,"
10542,DQ Grill & Chill,11206,9292959854,"27 Graham Ave, ,"
10543,A+ Express,11206,7183883880,"794 Broadway, ,"
10544,REUSE AMERICA VINTAGE WAREHOUSE,11206,7188076529,"387 Bushwick Ave, ,"
10545,Happy Garden Chinese Restaurant,11206,7183872200,"103 Graham Ave, ,"
10546,La Nortena II,11206,7183883045,255 Graham Ave
10547,Father Knows Best,11207,7189756840,"611A Wilson Ave, ,"
10548,El Burrito Nacho,11207,3474258390,"1636 Broadway,"
10549,Salud Bar & Grill,11207,3473657257,"1413 Bushwick Ave, ,"
10550,East Market Diner,11207,3476631519,"2592 Atlantic Ave, ,"
10551,Anda Lucia Bar & Lounge,11207,3472951655,"1336 Bushwick Ave, ,"
10552,Ceci's Latin Cuisine,11207,7188725550,"423 Hegeman Ave, ,"
10553,Routine,11207,3477870546,"631 Wilson Ave, ,"
10554,Tandoori Masala,11207,3473782397,"1695 Broadway, ,"
10555,Festac Grill,11207,3476275151,"263 Hendrix St, ,"
10556,Word Up Cafe,11207,7182724070,"652 Pennsylvania Ave,"
10557,Bonao Bar & Restaurant,11207,7183460285,"123 Jamaica Ave,, ,"
10558,La Lechonera,11207,7182726038,"747 New Lots Ave, ,"
10559,El Nuevo Bonao Resturant Corp,11207,7183460285,"123 Jamaica Ave, ,"
10560,Three Brothers Pizzeria,11207,7186495022,"817 Van Siclen Ave, ,"
10561,Paphos Diner,11207,7183462301,2501 Fulton St
10562,Covert Coffee,11207,7184841555,"1643 Broadway,"
10563,Rico Chimi Cafeteria,11207,3477157272,"2928 Atlantic Ave, ,"
10564,Cherokee Deli,11207,3476783509,"1626 Broadway, ,"
10565,3D's Castle Restaurant,11207,7182575554,"2228 Linden Blvd, ,"
10566,Flava Ii,11207,7186490016,334 New Lots Ave
10567,Caoba Brooklyn Bistro,11207,3474046886,"100 Jamaica Ave,"
10568,Burger Ur Way,11207,7184840013,"1846 E New York Ave, ,"
10569,Sarku Japan,11207,7182575802,"Starrett City Pathmark Ctr, 11114 Flatlands Ave,"
10570,New Texas Fried Chicken,11207,7185741620,639 Wilson Ave
10571,What's A Bagel,11207,7182574765,"11112 Flatlands Ave, ,"
10572,Downs River Restaurant,11207,7182724646,"517 Stanley Ave, ,"
10573,La Cuesta Restaurant,11207,3473183397,"582 Liberty Ave, ,"
10574,Angie's Breakfast Spot,11207,7185737765,"1637 Broadway, ,"
10576,Five Star Fish & Chips the Taste of Miami,11207,9179665500,521 Stanley Ave
10577,Halal Fried Chicken & Pizza,11207,3474046843,"141 Pennsylvania Ave, ,"
10578,China Tastes,11207,7184853861,627 Sutter Ave
10579,Loma Restaurant,11207,3474350075,"754 New Lots Ave, ,"
10580,IHOP,11207,7182574467,"11000 Flatlands Ave, ,"
10581,675 Stanley Restaurant,11207,7186496228,"675 Stanley Ave, ,"
10582,New Spring Garden,11207,7183424865,"2689 Atlantic Avenue, ,"
10583,Mobay's Koal Pot and Grill,11207,7182351645,"2354 Pitkin Ave,"
10584,Piggy's,11207,7186490030,754 New Lots Ave
10585,Yolanda Restaurant,11207,7182771737,"188 Jamaica Ave, ,"
10586,The Roti Shack,11207,7189287040,2915 Fulton St
10587,Island Vybz Jamaican Restaurant,11207,7185133663,1759 Broadway
10588,Armando's Pizza,11207,7184848500,"1717 Broadway, ,"
10589,White Castle,11207,7182721664,"900 Pennsylvania Ave, ,"
10590,Golden Panda,11207,7188270166,"2824 Fulton St, ,"
10591,Caribbean Coffee Shop,11207,7189752301,"527 Stanley Ave,"
10592,Aztec Soul,11208,3476631651,"3372 Atlantic Ave,"
10593,Chef Quang,11208,3473053470,"3360 Atlantic Ave,"
10594,Rico Pollo ll,11208,7182351666,"3352 Fulton St, ,"
10595,El Rey II Restaurant,11208,7182355522,"1064 Liberty Ave, ,"
10596,Toribio Restaurant,11208,7182351012,"3169 Fulton St, ,"
10597,Tavares Restaurant,11208,3472404609,"234 Cleveland St, ,"
10598,NYC  Fried Chicken,11208,7182358232,"3367 Fulton St, ,"
10599,Lindenwood Diner & Restaurant,11208,7182356343,"2870 Linden Blvd, ,"
10600,El Gran Mar De Plata Restaurant,11208,7188271717,"3175 Fulton St, ,"
10601,Lee Good Taste,11208,7183480538,"2686 Pitkin Ave, ,"
10602,Tonys Pizzeria,11208,7188271994,"3145 Fulton St, ,"
10603,El Pulgarcito De America Corporation,11208,7186477762,"3133 Fulton St, ,"
10604,El Cacique Bar,11208,7182352525,"3294 Atlantic Ave, ,"
10605,Angela's Pizzeria,11208,7186479606,"3435 Fulton St, ,"
10606,Grant Caffe,11208,7182771223,"1170 Liberty Ave, ,"
10607,Santo Domingo Restaurant,11208,7184848373,"862 New Lots Ave,"
10608,Azteca Maya,11208,7182350205,"430 Ridgewood Ave, ,"
10609,Mariachi Taco,11208,7182358880,3428 Fulton St
10610,Antojitos Ecuatorianos,11208,9176524209,"3398 Fulton St, ,"
10611,Roti On the Run,11208,7182354414,"3140 Fulton St, ,"
10612,El Castillo Restaurant,11208,7182354335,"1218 Liberty Ave, ,"
10613,Caterina Pizza,11208,7182772571,"3035 Fulton Street, ,"
10614,Carro Cafe,11208,7183489406,"3472 Fulton St, ,"
10615,City Line Pizza & Pasta,11208,7182774992,"1224 Liberty Ave, ,"
10616,New Wah On Restaurant,11208,7183481730,"986 Sutter Ave, ,"
10617,Faro Del Pacifico Pupuseria & Restaurant,11208,7188270014,"3247 Fulton St, ,"
10618,El Nuevo Barzola Restaurant,11208,7184843332,"3386 Atlantic Ave,"
10619,Nancy Restaurant,11208,7189644494,"2961 Fulton St, ,"
10620,American Hero Restaurant,11208,7189272636,"2488 Linden Blvd, ,"
10621,Uluangies Hawaiian Shave Ice,11208,9176175922,"846 Stanley Ave, ,"
10622,Gustoso Restaurant,11208,7188726756,"3325 Fulton St,"
10623,Cypress Pizzeria & Italian Restaurant,11208,7182777741,"3326 Fulton St, ,"
10624,El Nuevo Puerto Plata,11208,7182353564,"3123 Fulton St, ,"
10626,Mike's Pizzeria,11208,7182777494,"3337 Fulton St, ,"
10627,White Castle,11208,7188276057,"3101 Atlantic Ave, ,"
10628,Tacosssssss,11208,7182773780,"33-85 Fulton St,"
10629,Chimi Monumental,11208,3472055944,"3007 Fulton St,"
10630,Crown Fried Chicken & Coffee Shop,11208,7182352819,3149 Fulton St
10631,Dany's Pizza Restaurant,11208,7186477042,956 Jamaica Ave
10632,Original Napoli's Pizza,11208,7188279734,"594 Crescent St, ,"
10633,Flint Hill Hometown Eatery,11208,7188270200,"1314 Sutter Ave,"
10634,Dave's,11208,7182352023,"507 Pine St, ,"
10635,Joe's Pizzeria,11208,7182357373,"1121 Liberty Ave, ,"
10636,Subway,11208,7182350937,"530 Conduit Blvd, ,"
10637,Chubby Burger Chicken And Pizza,11208,7182350300,"2962 Fulton St, ,"
10638,Wo Hop Chinese Restaurant,11208,7182357955,"3150 Fulton Street, ,"
10639,Kennedy Fried Chicken and Pizza,11208,7185130174,3127 Fulton St
10640,McDonalds,11208,7189649600,"3143 Atlantic Ave, ,"
10642,Burger King,11208,7188274937,"624 Conduit Blvd, ,"
10643,Long Cheng,11208,7182354829,"2977 Fulton St, ,"
10644,Bismillash Kabab & Curry,11208,7182353194,1203 Liberty Ave
10645,La Paz Grocery Store,11208,7182770733,2424 Pitkin Ave
10646,Dumont Deli &Grocery,11208,7184843705,690 Linwood St
10648,Lina's Grocery,11208,7182775690,"731 Liberty Ave, ,"
10649,La Parrilla Dominicana,11208,7186472505,"3462 Fulton St, ,"
10650,China King,11208,7182777113,"2683 Pitkin Ave, ,"
10651,Checkers,11208,3475337800,"1146 Liberty Ave, ,"
10652,Don Moy Deli Grocery,11208,7182351590,"3240 Fulton Street, ,"
10653,Wendy's,11208,7188273408,"3183 Atlantic Ave, ,"
10654,Alice's Palace,11208,7182775023,3148 Fulton St
10655,Fu Xing House,11208,7182771710,"3335 Fulton St, ,"
10656,Crown Fried Chicken,11208,7188416570,"1181 Sutter Ave, ,"
10657,Popeyes,11208,7188277712,"624 S Conduit Ave, ,"
10658,J&D Pizzeria Restaurant,11208,3473654103,"2530 Pitkin Ave,"
10659,China Doll Chinese Restaurant,11208,7182355739,"902 Drew Street, ,"
10660,Lee Chinese,11208,7182775064,"3228 Fulton St, ,"
10661,New Good Taste Chinese Kitchen,11208,7183480538,"2686 Pitkin Avenue, ,"
10662,Arlene Deli Grocery,11208,7182352414,290 Arlington Ave
10663,International Coffee Shop,11208,7182723545,"556 Wortman Ave, ,"
10664,May May Restaurant,11208,7182354485,"1269 Sutter Ave, ,"
10665,Pitkin Bonao Grill Restaurant,11208,3477708321,"2678 Pitkin Ave, ,"
10666,Hing Long Kitchen,11208,7186472862,"1102 Liberty Ave, ,"
10667,China Sun,11208,7186472322,"787 Liberty Ave, ,"
10668,New Peking House,11208,7188275016,"3408 Fulton St, ,"
10669,Yip's Kitchen,11208,7182771710,"3335 Fulton St, ,"
10670,Panda House,11208,7182777700,"530 Conduit Blvd, ,"
10671,Crown Fried Chicken,11208,7184841955,"790 New Lots Ave, ,"
10672,China Doll,11208,7189751051,"2526 Linden Blvd, ,"
10673,AMD USA RESTAURANT SUPPLIES,11208,7182772079,934 Jamaica Ave
10674,McDonald's,11208,7188274227,"2797 Linden Blvd, ,"
10675,Brooklyn Beet Company,11209,3474920020,"7205 3rd Ave, ,"
10676,The Coop,11209,7186800269,"9504 4th Ave,"
10677,Ho' Brah,11209,7186808226,"8618 3rd Ave, ,"
10678,The Family Store,11209,7187480207,"6905 3rd Ave, ,"
10679,Grotto Italian Table,11209,7189219100,"8901 3rd Ave, ,"
10680,Tanoreen,11209,7187485600,"7523 3rd Ave, ,"
10681,Fig and Olive Tree,11209,7186301110,"7021 3rd Ave,"
10682,Positano Restaurant,11209,7188331313,"10018 4th Ave,"
10683,The Brooklyn Firefly,11209,7188335000,"7003 3rd Ave,"
10684,Campania Coal Fired Pizza,11209,3475174868,"9824 4th Ave, ,"
10685,Lock Yard,11209,7183335282,"9221 5th Ave,"
10686,Artichoke Basille's Pizza,11209,3476626108,"9102 4th Ave,"
10687,Elia Restaurant,11209,7187489891,"8611 3rd Ave, ,"
10688,New York Koshary,11209,7182387800,"518 86th St,"
10689,Top Thai,11209,7183335811,"8510 4th Ave, ,"
10690,Skinflints,11209,7187451116,"7902 5th Ave, ,"
10692,Cebu Bar & Bistro,11209,7184925095,"8801 3rd Ave, ,"
10693,Gino's,11209,7187481698,"7414 5th Ave, ,"
10694,Georgian Dream Cafe,11209,7183335363,"8309 3rd Ave,"
10695,Taqueria El Puente,11209,7189212580,"9300 5th Ave,"
10696,Chadwicks Restaurant,11209,7188339855,"8822 3rd Ave, ,"
10697,E Noodle Cafe,11209,7182383303,"8619 5th Ave,"
10698,Kathy's Dumplings,11209,7188337000,"7924 3rd Ave, ,"
10699,Crepe Factory,11209,7183335914,"7306 3rd Ave,"
10700,Shangri-La,11209,7188360333,"7400 3rd Ave, ,"
10701,Ponte Vecchio Restaurant,11209,7182386449,"8810 4th Ave, ,"
10702,Blue Agave,11209,7184390808,"7215-B 3rd Ave, ,"
10703,Encore Restaurant,11209,7187453355,"10007 4th Ave,"
10704,Salud BKLYN,11209,7183335228,"7204 3rd Ave,"
10705,Delia's Lounge & Restaurant,11209,7187457999,"9224 3rd Ave, ,"
10706,The Burger Bistro,11209,7188335833,"7217 3rd Ave,"
10707,Mussels & More,11209,7186803390,"8001 5th Ave, ,"
10708,Lobo Loco,11209,7189211234,"8530 3rd Ave,"
10709,Pipin's Bay Ridge,11209,7188331183,"9023 3rd Ave, ,"
10710,Zio Toto,11209,7182388042,"8407 3rd Ave, ,"
10711,Shobu Sushi & Grill,11209,7188338345,"9427 5th Ave, ,"
10712,Karam Restaurant,11209,7187455227,"8519 4th ave, ,"
10713,Tuscany Grill,11209,7189215633,"8620 3rd Ave, ,"
10714,Schnitzel Haus,11209,7188365600,"7319 5th Ave, ,"
10715,Grand Sichuan House,11209,7186808887,"8701 5th Ave, ,"
10716,First Oasis,11209,7182384505,"9218 4th Ave, ,"
10717,Peppino's Brick Oven Pizza & Restaurant,11209,7188333364,"7708 3rd Ave, ,"
10718,Campo Bello II,11209,7186807688,"9128 5th Ave, ,"
10719,HoM Bay Ridge,11209,7182384466,"8810 3rd Ave, ,"
10720,Pegasus,11209,7187486977,"8610 3rd Ave, ,"
10721,Kyoto Sushi,11209,7183335624,"7718 5th Ave, ,"
10722,Bombay Grill,11209,7184912500,"8716 3rd Ave, ,"
10723,Las Margaritas,11209,7182387630,"7206 3rd Ave, ,"
10724,Polonica Restaurant,11209,7186305805,"7214 3rd Ave, ,"
10725,Middle Eastern Halal Food,11209,7187555563,"8601 5th Ave, ,"
10726,Kim Chee Korean Restaurant,11209,7185675741,"9324 3rd Ave, ,"
10727,Bay Diner Cafe,11209,7187152466,"535 86th St,"
10728,Inaka Sushi,11209,7188360888,"8318 3rd Ave,"
10729,Mama's Greek Kitchen,11209,7187483777,"7026 3rd Ave,"
10730,The Pearl Room,11209,7188336666,"8518 3rd Ave, ,"
10731,Yemen Cafe & Restaurant,11209,7187458000,"7130 5th Ave, ,"
10732,Areo Ristorante,11209,7182380079,"8424 3rd Ave, ,"
10733,Windy City Ale House,11209,7186305700,"7915 3rd Ave, ,"
10734,Alexandrina Seafood,11209,7188363000,"6917 5th Ave, ,"
10735,Philadelphia Grille,11209,7182380747,"10004 4th Ave, ,"
10736,Pho Hoai,11209,7187451640,"8616 4th Ave, ,"
10737,86 Noodles,11209,7188335300,"8608 4th Ave, ,"
10738,Longbow Pub & Pantry,11209,7182387468,"7316 3rd Ave,"
10739,Plaka,11209,7186803056,"406 86th St, ,"
10740,Embers Steakhouse,11209,7187453700,"9519 3rd Ave, ,"
10741,Cocoa Grinder,11209,3475174561,"8511 3rd Ave, ,"
10742,Spartan Souvlaki II,11209,7188333902,"8303 3rd Ave, ,"
10743,MyThai Cafe,11209,7188331700,"7803 3rd Ave, ,"
10744,Don Mario Rotisserie Chicken,11209,7187489090,"7215 3rd Ave,"
10745,Sally's Place,11209,7186802292,"8501 3rd Avenue, ,"
10746,The Wicked Monk,11209,3474975152,"9510 3rd Ave, ,"
10747,Greenhouse Cafe,11209,7188338200,"7717 3rd Ave, ,"
10748,Molto Bene,11209,7187451506,"9524 4th Ave, ,"
10749,Pearl of China,11209,7188334281,"8411 3rd Ave, ,"
10750,Anthony's Butcher & Deli,11209,7187484184,"7324 3rd Ave,"
10751,O'Sullivan's Bar & Grill,11209,7187459619,"8902 3rd Ave, ,"
10752,Samia's Mediterranean Food,11209,7187483337,"7922 3rd Ave,"
10753,Taj Mahal,11209,7188361512,"7315 3rd Ave, ,"
10754,A.L.C. Italian Grocery,11209,7188363200,"8613 3rd Ave, ,"
10755,Sancho's,11209,7187480770,"7410 3rd Ave, ,"
10756,Johnny's Grill,11209,7186305200,"9406 3rd Ave, ,"
10757,The Kettle Black,11209,7186807862,"8622 3rd Ave, ,"
10758,Darn Donuts,11209,7188336300,"8723 4th Ave, ,"
10759,Anopoli Ice Cream Parlor and Family Restaurant,11209,7187483863,"6920 3rd Ave, ,"
10760,Bagel Boy,11209,7187480366,"8002 3rd Ave, ,"
10761,Deli & Beer,11209,7187599600,"8610-4 Ave, ,"
10762,Sofias Ristorante Italiano,11209,7186804242,"8406 3rd Ave, ,"
10763,Tacos Lopez,11209,9293049396,"85TH St,"
10764,Salty Dog Bar and Restaurant,11209,7182380030,"7509 3rd Ave, ,"
10765,Somethingreek,11209,7187488200,"7616 3rd Ave, ,"
10766,Glow Thai,11209,7187481920,"7107 3rd Ave, ,"
10767,Paneantico Bakery,11209,7186802347,"9124 3rd Ave, ,"
10768,Arirang Hibachi Steakhouse,11209,7182389880,"8814 4th Ave, ,"
10769,Omonia Cafe,11209,7184911435,"7612 3rd Ave, ,"
10771,Sapporo,11209,7187483322,"7812 3rd Ave, Bayridge,"
10772,Nature's Grill,11209,7186806900,"7417 3rd Ave, ,"
10773,XIN,11209,3476626222,"8320 3rd Ave,"
10774,Lamoza,11209,7182383625,"7704 3rd Ave, ,"
10775,Bay Ridge Pizza,11209,7186805405,"7704 5th Ave, ,"
10776,Giacomo's Wood Fired Pizza & Trattoria,11209,7184396993,"7902 3rd Ave, ,"
10777,Cappuccino Cafe,11209,7182388700,"7721 3rd Ave, ,"
10778,Bagel Supreme,11209,7187451108,"9401 5th Ave, ,"
10779,Chopstix,11209,7182381300,"8405 5th Ave, ,"
10780,Blue Door Souvlakia,11209,7186808600,"8413 3rd Ave,"
10781,Bay Ridge Diner,11209,7189210266,"8017 5th Ave, ,"
10782,Alsalam Restaurant & Meat Market,11209,7189211076,"7206 5th Ave, ,"
10783,Ichigo Sushi,11209,7188338818,"7308 3rd Ave, ,"
10784,Narrows Coffee Shop,11209,7188339281,"10001 4th Avenue, ,"
10785,Hunters Steak & Ale House,11209,7182388899,"9404 4th Ave, ,"
10786,The Owl's Head,11209,7186802436,"479 74th St, ,"
10787,Lone Star Bar & Grill,11209,7188335180,"8703 5th Ave,"
10788,Grandma's Original Pizza,11209,7188334646,"6918 3rd Ave, ,"
10789,Elegante Pizzeria,11209,7187459715,"6922 5th Ave, ,"
10790,Soho Cafe and Grill,11209,7187450050,"8312 5th Ave, ,"
10791,Leo's Casa Calamari,11209,7189211900,"8602 3rd Ave, ,"
