name,address,zipcode,cuisine,price,violation_code,critical_flag,grade,median_household_income,median_real_estate_value,population_density,cost_of_living,population,neighborhood,borough
chopstix,"8405 5th ave, ,",11209,bars japanese chinese,$$,10F,Not Critical,A,58261,625600,33587,160.2,72623,Southwest Brooklyn,Brooklyn
ichigo sushi restaurant,"7308 3rd ave, ,",11209,bars japanese,$$,06C,Critical,A,58261,625600,33587,160.2,72623,Southwest Brooklyn,Brooklyn
grandma's original pizza,"6918 3rd ave, ,",11209,italian,$,10B,Not Critical,A,58261,625600,33587,160.2,72623,Southwest Brooklyn,Brooklyn
soho cafe and grill,"8312 5th ave, ,",11209,american,$,10F,Not Critical,A,58261,625600,33587,160.2,72623,Southwest Brooklyn,Brooklyn
bayridge sushi,"6914 3rd ave, ,",11209,bars asian japanese,$$,10H,Not Critical,A,58261,625600,33587,160.2,72623,Southwest Brooklyn,Brooklyn
shore road delicatessen,"9316 3rd ave, ,",11209,american,$$,08A,Not Critical,A,58261,625600,33587,160.2,72623,Southwest Brooklyn,Brooklyn
hibachi master,"8512 5th ave, ,",11209,bars japanese chinese,$,06D,Critical,A,58261,625600,33587,160.2,72623,Southwest Brooklyn,Brooklyn
bridgeview diner,"9011 3rd ave, ,",11209,american,$$,10F,Not Critical,A,58261,625600,33587,160.2,72623,Southwest Brooklyn,Brooklyn
hana sushi,"524 86th st, ,",11209,bars japanese,$$,06C,Critical,A,58261,625600,33587,160.2,72623,Southwest Brooklyn,Brooklyn
chill bar and hookah lounge,"7810 5th ave,",11209,bars bangladeshi,$$,04H,Critical,A,58261,625600,33587,160.2,72623,Southwest Brooklyn,Brooklyn
panera bread,"531 86th st, ,",11209,american,$,06C,Critical,A,58261,625600,33587,160.2,72623,Southwest Brooklyn,Brooklyn
pasticceria rocco,"9402 4th ave, ,",11209,bakery desserts cafe,$$,10B,Not Critical,A,58261,625600,33587,160.2,72623,Southwest Brooklyn,Brooklyn
lin's garden chinese & thai restaurant,"8523 3rd ave, ,",11209,chinese,$,02G,Critical,A,58261,625600,33587,160.2,72623,Southwest Brooklyn,Brooklyn
chipotle mexican grill,"463 86th st, ,",11209,mexican,$,10F,Not Critical,A,58261,625600,33587,160.2,72623,Southwest Brooklyn,Brooklyn
new suki sushi,"9208 3rd ave,",11209,bars japanese,$$,06C,Critical,A,58261,625600,33587,160.2,72623,Southwest Brooklyn,Brooklyn
dragon china restaurant on bayridge,"7917 3rd ave, ,",11209,chinese,$,06C,Critical,B,58261,625600,33587,160.2,72623,Southwest Brooklyn,Brooklyn
nonno's pizza,"8816 3rd ave, ,",11209,italian,$,04L,Critical,A,58261,625600,33587,160.2,72623,Southwest Brooklyn,Brooklyn
five guys famous burgers and fries,"8510 5th ave, ,",11209,burgers american,$,06C,Critical,A,58261,625600,33587,160.2,72623,Southwest Brooklyn,Brooklyn
happy garden chinese restaurant,"7211 3rd ave, ,",11209,chinese,$,10F,Not Critical,A,58261,625600,33587,160.2,72623,Southwest Brooklyn,Brooklyn
wendy's,"420 86th st, ,",11209,burgers american,$,10F,Not Critical,A,58261,625600,33587,160.2,72623,Southwest Brooklyn,Brooklyn
sakura sushi,"9011 5th ave, ,",11209,bars chinese japanese,$$,04C,Critical,A,58261,625600,33587,160.2,72623,Southwest Brooklyn,Brooklyn
omiya sushi,"8618 4th ave, ,",11209,bars japanese,$$,10E,Not Critical,A,58261,625600,33587,160.2,72623,Southwest Brooklyn,Brooklyn
hing wong,"7922 5th ave, ,",11209,chinese,$,08A,Not Critical,A,58261,625600,33587,160.2,72623,Southwest Brooklyn,Brooklyn
one stop express,"8621 4th ave, ,",11209,cantonese chinese,$,10I,Not Critical,A,58261,625600,33587,160.2,72623,Southwest Brooklyn,Brooklyn
the original yip's oriental express,"8621 4th ave, ,",11209,chinese,$,10I,Not Critical,A,58261,625600,33587,160.2,72623,Southwest Brooklyn,Brooklyn
taco bell,"8625 4th ave, ,",11209,mexican american,$,10B,Not Critical,A,58261,625600,33587,160.2,72623,Southwest Brooklyn,Brooklyn
energy fuel bay ridge,"9522 4th ave, ,",11209,,$$,02B,Critical,A,58261,625600,33587,160.2,72623,Southwest Brooklyn,Brooklyn
qq star chinese food,9212 4th ave,11209,chinese,$$,10F,Not Critical,A,58261,625600,33587,160.2,72623,Southwest Brooklyn,Brooklyn
luigi's pizza ii,"8502 3rd ave, ,",11209,italian,$,10F,Not Critical,A,58261,625600,33587,160.2,72623,Southwest Brooklyn,Brooklyn
little caesars,"8622 4th ave, ,",11209,italian,$,10F,Not Critical,A,58261,625600,33587,160.2,72623,Southwest Brooklyn,Brooklyn
kfc,"9201 5th ave, ,",11209,american,$$,02G,Critical,A,58261,625600,33587,160.2,72623,Southwest Brooklyn,Brooklyn
win hing,"9816 4th ave, ,",11209,chinese,$,06C,Critical,A,58261,625600,33587,160.2,72623,Southwest Brooklyn,Brooklyn
landy's pizzeria restaurant,"9050 fort hamilton parkway, ,",11209,italian,$,06D,Critical,A,58261,625600,33587,160.2,72623,Southwest Brooklyn,Brooklyn
mcdonald's,"430 86th st, ,",11209,burgers american,$,10F,Not Critical,A,58261,625600,33587,160.2,72623,Southwest Brooklyn,Brooklyn
picky eaters restaurant,"1456 flatbush ave, ,",11210,caribbean barbeque trinidadian,$$,10F,Not Critical,A,55429,485500,39792,155.3,65302,Flatbush,Brooklyn
the canteen,"2436 nostrand ave, ,",11210,jewish middle eastern,$$,10F,Not Critical,A,55429,485500,39792,155.3,65302,Flatbush,Brooklyn
ashoka grill,"1436 flatbush ave, ,",11210,indian,$$,10F,Not Critical,A,55429,485500,39792,155.3,65302,Flatbush,Brooklyn
didi chinese restaurant,"2318 nostrand ave, ,",11210,chinese,$,04N,Critical,B,55429,485500,39792,155.3,65302,Flatbush,Brooklyn
kreyol flavor,1738 flatbush ave,11210,haitian,$$,06D,Critical,A,55429,485500,39792,155.3,65302,Flatbush,Brooklyn
dallas bbq,"2146 nostrand ave, ,",11210,barbeque,$$,02B,Critical,A,55429,485500,39792,155.3,65302,Flatbush,Brooklyn
chipotle mexican grill,"2166 nostrand ave,",11210,mexican,$$,08B,Not Critical,A,55429,485500,39792,155.3,65302,Flatbush,Brooklyn
ovi's place,"2925 avenue h, ,",11210,bars cafe american,$,02B,Critical,A,55429,485500,39792,155.3,65302,Flatbush,Brooklyn
double top china & tortilla taco,"1774 flatbush ave, ,",11210,mexican chinese,$,10F,Not Critical,A,55429,485500,39792,155.3,65302,Flatbush,Brooklyn
wong's kitchen,"1525 flatbush ave, ,",11210,chinese,$,08A,Not Critical,A,55429,485500,39792,155.3,65302,Flatbush,Brooklyn
caffe bene,"150 kenilworth pl, ,",11210,desserts cafe american,$$,10F,Not Critical,A,55429,485500,39792,155.3,65302,Flatbush,Brooklyn
applebee's,"2201 nostrand ave, ,",11210,bars burgers american,$$,10F,Not Critical,A,55429,485500,39792,155.3,65302,Flatbush,Brooklyn
double top china & tortilla taco,"1774 flatbush ave, ,",11210,chinese,$$$$,10F,Not Critical,A,55429,485500,39792,155.3,65302,Flatbush,Brooklyn
anna's cafe,"2925 ave i, ,",11210,american,$$$,10F,Not Critical,A,55429,485500,39792,155.3,65302,Flatbush,Brooklyn
subway,"1567 flatbush ave, ,",11210,,$,08B,Not Critical,A,55429,485500,39792,155.3,65302,Flatbush,Brooklyn
lello's pizza,"4018 glenwood rd, ,",11210,italian,$,04L,Critical,A,55429,485500,39792,155.3,65302,Flatbush,Brooklyn
golden krust caribbean bakery & grill,"4108 farragut rd,",11210,caribbean,$,04N,Critical,A,55429,485500,39792,155.3,65302,Flatbush,Brooklyn
crisp grill,"3004 ave l, ,",11210,jewish american,$$,06C,Critical,A,55429,485500,39792,155.3,65302,Flatbush,Brooklyn
mcdonald's,"2154 nostrand ave, ,",11210,burgers american,$,10F,Not Critical,B,55429,485500,39792,155.3,65302,Flatbush,Brooklyn
burger king,"13 hillel pl, ,",11210,burgers american,$,06C,Critical,A,55429,485500,39792,155.3,65302,Flatbush,Brooklyn
number one chinese restaurant,"2925 avenue j, ,",11210,chinese,$,02B,Critical,A,55429,485500,39792,155.3,65302,Flatbush,Brooklyn
new peking restaurant,"1581 flatbush ave, ,",11210,chinese,$,02G,Critical,A,55429,485500,39792,155.3,65302,Flatbush,Brooklyn
2419 china star restaurant,2419 foster ave,11210,seafood chinese,$,10B,Not Critical,A,55429,485500,39792,155.3,65302,Flatbush,Brooklyn
cafe hadar,"2923 avenue n, ,",11210,jewish,$$,06C,Critical,A,55429,485500,39792,155.3,65302,Flatbush,Brooklyn
kennedy fried chicken,"1341 flatbush ave, ,",11210,,$,04N,Critical,A,55429,485500,39792,155.3,65302,Flatbush,Brooklyn
el pilon restaurant,"1306 flatbush ave, ,",11210,cuban american puerto rican spanish latin dominican,$,04L,Critical,Z,55429,485500,39792,155.3,65302,Flatbush,Brooklyn
sing hua kitchen,"1842 flatbush ave, ,",11210,mexican chinese,$,02G,Critical,A,55429,485500,39792,155.3,65302,Flatbush,Brooklyn
lords bakery,"2135 nostrand ave, ,",11210,bakery desserts,$$,10F,Not Critical,A,55429,485500,39792,155.3,65302,Flatbush,Brooklyn
destefano's steakhouse,"89 conselyea st, ,",11211,american,$$$,06C,Critical,A,46848,655500,40583,166.4,93271,Greenpoint,Brooklyn
mahji,"617 grand st,",11211,korean bars,$$,10H,Not Critical,A,46848,655500,40583,166.4,93271,Greenpoint,Brooklyn
pokito,"155 s 4th st,",11211,cuban american bars puerto rican asian latin dominican,$$,10B,Not Critical,A,46848,655500,40583,166.4,93271,Greenpoint,Brooklyn
the four horsemen,"295 grand st, ,",11211,bars american,$$,10F,Not Critical,A,46848,655500,40583,166.4,93271,Greenpoint,Brooklyn
bozu,"296 grand st, ,",11211,bars asian japanese,$$,06D,Critical,A,46848,655500,40583,166.4,93271,Greenpoint,Brooklyn
humboldt and jackson,"434 humboldt st, ,",11211,bars american,$$,06C,Critical,A,46848,655500,40583,166.4,93271,Greenpoint,Brooklyn
fette sau,"354 metropolitan ave, ,",11211,barbeque,$$,06C,Critical,A,46848,655500,40583,166.4,93271,Greenpoint,Brooklyn
brooklyn banh mi,"557 lorimer st,",11211,vietnamese cafe,$,10F,Not Critical,A,46848,655500,40583,166.4,93271,Greenpoint,Brooklyn
el almacen,"557 driggs ave, ,",11211,cuban american puerto rican latin dominican,$$,10B,Not Critical,A,46848,655500,40583,166.4,93271,Greenpoint,Brooklyn
lilia cafe,"567 union ave, ,",11211,bars italian,$$$,10D,Not Critical,A,46848,655500,40583,166.4,93271,Greenpoint,Brooklyn
hello brooklyn,"234 union ave, ,",11211,bars american,$$,10B,Not Critical,A,46848,655500,40583,166.4,93271,Greenpoint,Brooklyn
bentou cafe,"346 graham ave,",11211,bars asian korean japanese,$,02G,Critical,A,46848,655500,40583,166.4,93271,Greenpoint,Brooklyn
emmy squared,"364 grand st, ,",11211,italian,$$,06C,Critical,A,46848,655500,40583,166.4,93271,Greenpoint,Brooklyn
musashi asian cuisine,"495 grand st,",11211,bars asian japanese,$$,10D,Not Critical,A,46848,655500,40583,166.4,93271,Greenpoint,Brooklyn
llama inn,"50 withers st, ,",11211,peruvian bars american,$$$,10F,Not Critical,A,46848,655500,40583,166.4,93271,Greenpoint,Brooklyn
juniper,"112 berry st, ,",11211,burgers american,$$,10F,Not Critical,B,46848,655500,40583,166.4,93271,Greenpoint,Brooklyn
the regal,"163 hope st, ,",11211,bars american,$$,08A,Not Critical,A,46848,655500,40583,166.4,93271,Greenpoint,Brooklyn
the commodore,"366 metropolitan ave, ,",11211,bars american,$$,04K,Critical,A,46848,655500,40583,166.4,93271,Greenpoint,Brooklyn
concord hill restaurant,"374 graham ave,",11211,american,$$,04L,Critical,A,46848,655500,40583,166.4,93271,Greenpoint,Brooklyn
meadowsweet,"149 broadway, ,",11211,american,$$$,02G,Critical,A,46848,655500,40583,166.4,93271,Greenpoint,Brooklyn
frost restaurant,"193 frost st, ,",11211,italian,$$,06C,Critical,A,46848,655500,40583,166.4,93271,Greenpoint,Brooklyn
the saint austere,"613 grand st, ,",11211,bars italian american,$$,10B,Not Critical,A,46848,655500,40583,166.4,93271,Greenpoint,Brooklyn
okonomi,"150 ainslie st, ,",11211,japanese,$$,02G,Critical,A,46848,655500,40583,166.4,93271,Greenpoint,Brooklyn
los tacos-mcondo,"502 grand st, ,",11211,mexican,$$,10B,Not Critical,A,46848,655500,40583,166.4,93271,Greenpoint,Brooklyn
il passatore,"14 bushwick ave, ,",11211,italian,$$,06D,Critical,A,46848,655500,40583,166.4,93271,Greenpoint,Brooklyn
northern bell,612 metropolitan ave,11211,bars barbeque american,$$,10B,Not Critical,A,46848,655500,40583,166.4,93271,Greenpoint,Brooklyn
le barricou,"533 grand st, ,",11211,french,$$,04H,Critical,A,46848,655500,40583,166.4,93271,Greenpoint,Brooklyn
post office,"188 havemeyer st, ,",11211,bars american,$$,06C,Critical,A,46848,655500,40583,166.4,93271,Greenpoint,Brooklyn
sugarburg,"519 metropolitan ave, ,",11211,bars cafe american,$$,06D,Critical,A,46848,655500,40583,166.4,93271,Greenpoint,Brooklyn
abracadabra brooklyn,"347 bedford ave, ,",11211,cafe turkish american,$,06A,Critical,A,46848,655500,40583,166.4,93271,Greenpoint,Brooklyn
l'industrie pizzeria,"254 s 2nd st, ,",11211,italian,$,10F,Not Critical,A,46848,655500,40583,166.4,93271,Greenpoint,Brooklyn
manila  social  club,"2 hope st, ,",11211,filipino french american,$$,10F,Not Critical,A,46848,655500,40583,166.4,93271,Greenpoint,Brooklyn
peter luger steakhouse,"178 broadway, ,",11211,seafood desserts american,$$$$,10F,Not Critical,A,46848,655500,40583,166.4,93271,Greenpoint,Brooklyn
bamonte's restaurant,"32 withers st, ,",11211,italian,$$,02G,Critical,A,46848,655500,40583,166.4,93271,Greenpoint,Brooklyn
lella alimentari,"325 manhattan ave, ,",11211,cafe,$,04L,Critical,A,46848,655500,40583,166.4,93271,Greenpoint,Brooklyn
the grand bar and grill,"647 grand st, ,",11211,bars american,$$,06B,Critical,A,46848,655500,40583,166.4,93271,Greenpoint,Brooklyn
taj kabab king,"568 grand st, ,",11211,indian,$$,10F,Not Critical,A,46848,655500,40583,166.4,93271,Greenpoint,Brooklyn
caracas arepa bar,"291 grand st, ,",11211,venezuelan spanish,$$,02H,Critical,A,46848,655500,40583,166.4,93271,Greenpoint,Brooklyn
chimu bistro,"482 union ave,",11211,cuban american seafood puerto rican peruvian latin dominican,$$,06C,Critical,A,46848,655500,40583,166.4,93271,Greenpoint,Brooklyn
the federal bar brooklyn,"367 metropolitan ave, ,",11211,bars american,$$,06C,Critical,Z,46848,655500,40583,166.4,93271,Greenpoint,Brooklyn
dotory,"353 broadway, ,",11211,korean,$$,10E,Not Critical,A,46848,655500,40583,166.4,93271,Greenpoint,Brooklyn
dar 525,"525 grand st,",11211,mediterranean middle eastern,$$,10H,Not Critical,A,46848,655500,40583,166.4,93271,Greenpoint,Brooklyn
st. mazie,"345 grand st williamsburg, ,",11211,bars american,$$,06D,Critical,B,46848,655500,40583,166.4,93271,Greenpoint,Brooklyn
suzume,"545 lorimer st, ,",11211,bars japanese,$$,04N,Critical,A,46848,655500,40583,166.4,93271,Greenpoint,Brooklyn
snacky,"187 grand st, ,",11211,korean asian,$$,06C,Critical,A,46848,655500,40583,166.4,93271,Greenpoint,Brooklyn
sweatshop,"232 metropolitan ave, ,",11211,cafe,$,04L,Critical,A,46848,655500,40583,166.4,93271,Greenpoint,Brooklyn
hummus market,"361 graham ave,",11211,vegan middle eastern,$$,04L,Critical,A,46848,655500,40583,166.4,93271,Greenpoint,Brooklyn
the chinese club,"208 grand st,",11211,asian indian chinese,$$,04A,Critical,A,46848,655500,40583,166.4,93271,Greenpoint,Brooklyn
santos anne,"366 union ave, ,",11211,mexican french,$$,04K,Critical,B,46848,655500,40583,166.4,93271,Greenpoint,Brooklyn
taste of heaven,"251 jackson st, ,",11211,,$$,10F,Not Critical,A,46848,655500,40583,166.4,93271,Greenpoint,Brooklyn
pita palace,"413 graham ave, ,",11211,middle eastern,$,06C,Critical,A,46848,655500,40583,166.4,93271,Greenpoint,Brooklyn
masha and the bear,"771 grand st, ,",11211,bars russian,$$,06D,Critical,A,46848,655500,40583,166.4,93271,Greenpoint,Brooklyn
kings county imperial,"20 skillman ave, ,",11211,chinese,$$,02G,Critical,A,46848,655500,40583,166.4,93271,Greenpoint,Brooklyn
pie smith,"679 grand st, ,",11211,italian,$,06C,Critical,A,46848,655500,40583,166.4,93271,Greenpoint,Brooklyn
pt restaurant,"331 bedford ave,",11211,italian,$$,10F,Not Critical,Z,46848,655500,40583,166.4,93271,Greenpoint,Brooklyn
shalom japan,"310 s 4th st, ,",11211,japanese american,$$$,08C,Not Critical,A,46848,655500,40583,166.4,93271,Greenpoint,Brooklyn
c. lo cafe,"39 bushwick ave, ,",11211,bars american,$$,06D,Critical,A,46848,655500,40583,166.4,93271,Greenpoint,Brooklyn
walter foods,"253 grand st, ,",11211,bars american,$$$,06D,Critical,A,46848,655500,40583,166.4,93271,Greenpoint,Brooklyn
new florentina restaurant,"454 graham ave,",11211,mexican,$,10F,Not Critical,A,46848,655500,40583,166.4,93271,Greenpoint,Brooklyn
da francesco,"442 graham ave, ,",11211,italian,$$,06D,Critical,A,46848,655500,40583,166.4,93271,Greenpoint,Brooklyn
ako japanese restaurant,"205 bedford ave, ,",11211,bars japanese,$$,10F,Not Critical,A,46848,655500,40583,166.4,93271,Greenpoint,Brooklyn
jimmy's diner,"577 union ave, ,",11211,american,$$,10F,Not Critical,A,46848,655500,40583,166.4,93271,Greenpoint,Brooklyn
mp taverna,"470 driggs ave, ,",11211,mediterranean greek,$$,10D,Not Critical,A,46848,655500,40583,166.4,93271,Greenpoint,Brooklyn
motorino broadway,"139 broadway, ,",11211,italian,$$,10H,Not Critical,A,46848,655500,40583,166.4,93271,Greenpoint,Brooklyn
noorman's kil,"609 grand st, ,",11211,bars american,$$,04M,Critical,A,46848,655500,40583,166.4,93271,Greenpoint,Brooklyn
black flamingo,"168 borinquen pl,",11211,bars vegan,$$,10B,Not Critical,Z,46848,655500,40583,166.4,93271,Greenpoint,Brooklyn
fornino,"187 bedford ave,",11211,bars italian,$$,02G,Critical,A,46848,655500,40583,166.4,93271,Greenpoint,Brooklyn
mahal kita,"184 havemeyer st,",11211,seafood desserts indian,$$,10B,Not Critical,A,46848,655500,40583,166.4,93271,Greenpoint,Brooklyn
kabob shack,"182 havemeyer st,",11211,mediterranean middle eastern afghan,$,04L,Critical,A,46848,655500,40583,166.4,93271,Greenpoint,Brooklyn
china express,"192 union ave, ,",11211,chinese,$,10F,Not Critical,A,46848,655500,40583,166.4,93271,Greenpoint,Brooklyn
huckleberry bar,"588 grand st, ,",11211,bars american,$$,08A,Not Critical,A,46848,655500,40583,166.4,93271,Greenpoint,Brooklyn
red house,"622 grand st, ,",11211,chinese,$,09C,Not Critical,A,46848,655500,40583,166.4,93271,Greenpoint,Brooklyn
dos31 cocina + bar,"231 s 4th st, ,",11211,american bars spanish latin dominican,$$,10F,Not Critical,A,46848,655500,40583,166.4,93271,Greenpoint,Brooklyn
mother's,"347 graham ave, ,",11211,bars burgers american,$$,04L,Critical,A,46848,655500,40583,166.4,93271,Greenpoint,Brooklyn
dardy bar,"245 s 1st st,",11211,bars american,$,10D,Not Critical,A,46848,655500,40583,166.4,93271,Greenpoint,Brooklyn
mama pho,"580 grand st, ,",11211,vietnamese cambodian malaysia,$,10F,Not Critical,A,46848,655500,40583,166.4,93271,Greenpoint,Brooklyn
zona rosa,"571 lorimer st, ,",11211,mexican,$$,08A,Not Critical,A,46848,655500,40583,166.4,93271,Greenpoint,Brooklyn
trophy bar,"351 broadway, ,",11211,bars american,$,10D,Not Critical,A,46848,655500,40583,166.4,93271,Greenpoint,Brooklyn
las isla restaurant,"293 broadway, ,",11211,american cuban puerto rican latin dominican,$,10D,Not Critical,A,46848,655500,40583,166.4,93271,Greenpoint,Brooklyn
loving hut,"76 bushwick ave, ,",11211,asian vegan,$$,02B,Critical,A,46848,655500,40583,166.4,93271,Greenpoint,Brooklyn
quinoa kitchen,"287 bedford ave, ,",11211,american bars vegan burgers cafe,$$,10F,Not Critical,A,46848,655500,40583,166.4,93271,Greenpoint,Brooklyn
don pancho villa restaurant,"189 borinquen pl,",11211,mexican asian,$$,04H,Critical,A,46848,655500,40583,166.4,93271,Greenpoint,Brooklyn
acqua santa,"556 driggs ave, ,",11211,bars italian,$$,10H,Not Critical,A,46848,655500,40583,166.4,93271,Greenpoint,Brooklyn
sweetgreen,"162 n 4th st, ,",11211,vegan,$$,08A,Not Critical,A,46848,655500,40583,166.4,93271,Greenpoint,Brooklyn
nicky's vietnamese sandwiches,"554 lorimer st,",11211,vietnamese,$$,06C,Critical,A,46848,655500,40583,166.4,93271,Greenpoint,Brooklyn
wei williamsburg,"145 borinquen pl,",11211,chinese,$$,10F,Not Critical,A,46848,655500,40583,166.4,93271,Greenpoint,Brooklyn
reben luncheonette,"229 havemeyer st, ,",11211,latin american,$,06D,Critical,A,46848,655500,40583,166.4,93271,Greenpoint,Brooklyn
forcella pizza napoli,"485 lorimer st, ,",11211,bars italian,$$,04N,Critical,A,46848,655500,40583,166.4,93271,Greenpoint,Brooklyn
action burger,"292 graham ave, ,",11211,burgers american,$$,06D,Critical,A,46848,655500,40583,166.4,93271,Greenpoint,Brooklyn
rosamunde sausage grill,"285 bedford ave,",11211,bars german american,$$,06F,Critical,A,46848,655500,40583,166.4,93271,Greenpoint,Brooklyn
roebling pizza,"326 roebling st, ,",11211,italian,$,04A,Critical,A,46848,655500,40583,166.4,93271,Greenpoint,Brooklyn
fushimi modern japanese cuisine & lounge,"475 driggs ave, ,",11211,asian japanese,$$,09C,Not Critical,A,46848,655500,40583,166.4,93271,Greenpoint,Brooklyn
grill on lee,"108 lee ave,",11211,jewish chinese american,$$$,04L,Critical,B,46848,655500,40583,166.4,93271,Greenpoint,Brooklyn
battery harris,"64 frost st, ,",11211,bars burgers caribbean,$$,10F,Not Critical,A,46848,655500,40583,166.4,93271,Greenpoint,Brooklyn
parm,"162 n 4th st,",11211,italian,$$,08A,Not Critical,A,46848,655500,40583,166.4,93271,Greenpoint,Brooklyn
la gringa taqueria,"800 grand st, ,",11211,mexican,$,10F,Not Critical,A,46848,655500,40583,166.4,93271,Greenpoint,Brooklyn
roebling tea room,"143 roebling st,",11211,bars burgers american,$$,02B,Critical,A,46848,655500,40583,166.4,93271,Greenpoint,Brooklyn
crif dogs,"555 driggs ave, ,",11211,american,$,04L,Critical,A,46848,655500,40583,166.4,93271,Greenpoint,Brooklyn
mcdonald's,"741 grand st, ,",11211,burgers american,$,10F,Not Critical,A,46848,655500,40583,166.4,93271,Greenpoint,Brooklyn
the bagel store,"754 metropolitan ave, ,",11211,cafe,$,02G,Critical,A,46848,655500,40583,166.4,93271,Greenpoint,Brooklyn
saltie,"378 metropolitan ave, ,",11211,desserts,$$,06C,Critical,A,46848,655500,40583,166.4,93271,Greenpoint,Brooklyn
m shanghai bistro & garden,"292 grand st,",11211,chinese,$$,04L,Critical,C,46848,655500,40583,166.4,93271,Greenpoint,Brooklyn
lily thai restaurant,"615 grand st,",11211,thai,$$,10F,Not Critical,A,46848,655500,40583,166.4,93271,Greenpoint,Brooklyn
a-roma bakery,"475 grand st, ,",11211,bakery italian cafe,$,06D,Critical,A,46848,655500,40583,166.4,93271,Greenpoint,Brooklyn
pitkin seafood,"1670 pitkin ave,",11212,seafood,$,08A,Not Critical,Z,28348,391700,54957,164.6,84520,Central Brooklyn,Brooklyn
3 black cats cafe/cakery,"3 belmont ave,",11212,cafe,$,06E,Critical,A,28348,391700,54957,164.6,84520,Central Brooklyn,Brooklyn
sal & paul's pizzeria,"1686 pitkin ave, ,",11212,italian,$,09C,Not Critical,A,28348,391700,54957,164.6,84520,Central Brooklyn,Brooklyn
hibachi on the run,"1143 clarkson ave, ,",11212,asian japanese,$,05D,Critical,B,28348,391700,54957,164.6,84520,Central Brooklyn,Brooklyn
fix-u-plate,"1139 clarkson ave, ,",11212,caribbean,$$,10F,Not Critical,A,28348,391700,54957,164.6,84520,Central Brooklyn,Brooklyn
trini roti house and bakery,"1065 rutland road, ,",11212,caribbean trinidadian,$,10F,Not Critical,A,28348,391700,54957,164.6,84520,Central Brooklyn,Brooklyn
china moon,"1068 rutland rd, ,",11212,chinese,$,10F,Not Critical,A,28348,391700,54957,164.6,84520,Central Brooklyn,Brooklyn
loma restaurant #5,"454 rockaway ave, ,",11212,spanish,$,10B,Not Critical,A,28348,391700,54957,164.6,84520,Central Brooklyn,Brooklyn
manaa soulfood restaurant,"478 rockaway ave, ,",11212,american,$,02G,Critical,B,28348,391700,54957,164.6,84520,Central Brooklyn,Brooklyn
hardee,"771 saragota ave, ,",11212,chinese,$$,10F,Not Critical,A,28348,391700,54957,164.6,84520,Central Brooklyn,Brooklyn
flavors paradise restaurant & bakery,1863 pitkin ave,11212,caribbean,$,02G,Critical,A,28348,391700,54957,164.6,84520,Central Brooklyn,Brooklyn
wb caribbean restaurant,"9407 church ave, ,",11212,caribbean,$,06C,Critical,Z,28348,391700,54957,164.6,84520,Central Brooklyn,Brooklyn
dennis' place,"1701 pitkin ave, ,",11212,american,$,10F,Not Critical,A,28348,391700,54957,164.6,84520,Central Brooklyn,Brooklyn
richness  restaurant,"1063 rutland rd.,",11212,seafood caribbean,$$,02B,Critical,A,28348,391700,54957,164.6,84520,Central Brooklyn,Brooklyn
crown fried chicken,"190 e 98th st, ,",11212,chilean,$,06F,Critical,A,28348,391700,54957,164.6,84520,Central Brooklyn,Brooklyn
crown fried chicken,1109 clarkson ave,11212,,$$$$,08A,Not Critical,Z,28348,391700,54957,164.6,84520,Central Brooklyn,Brooklyn
subway,1685 pitkin ave,11212,,$,06C,Critical,A,28348,391700,54957,164.6,84520,Central Brooklyn,Brooklyn
crown fried chicken,"456 sutter ave, ,",11212,,$,10F,Not Critical,A,28348,391700,54957,164.6,84520,Central Brooklyn,Brooklyn
crown fried chicken,"456 sutter ave, ,",11212,,$,04N,Critical,A,28348,391700,54957,164.6,84520,Central Brooklyn,Brooklyn
crown fried chicken,"83 livonia ave, ,",11212,american,$,10A,Not Critical,A,28348,391700,54957,164.6,84520,Central Brooklyn,Brooklyn
jemz restaurant,"1171 saint johns pl, ,",11213,caribbean,$$,10B,Not Critical,A,34794,582300,56882,171.0,62059,Central Brooklyn,Brooklyn
fisherman's cove,"1122 eastern pkwy, ,",11213,caribbean,$,10F,Not Critical,A,34794,582300,56882,171.0,62059,Central Brooklyn,Brooklyn
chocolatte,"792 eastern pkwy, ,",11213,jewish cafe,$$,10F,Not Critical,A,34794,582300,56882,171.0,62059,Central Brooklyn,Brooklyn
fefita's restaurant,1045 eastern pkwy,11213,american cuban puerto rican latin dominican,$,09B,Not Critical,A,34794,582300,56882,171.0,62059,Central Brooklyn,Brooklyn
git-it-n'-git,"1229 bergen st, ,",11213,seafood,$,02G,Critical,A,34794,582300,56882,171.0,62059,Central Brooklyn,Brooklyn
royal cuisine yard food,324 utica ave,11213,seafood caribbean,$$,10F,Not Critical,A,34794,582300,56882,171.0,62059,Central Brooklyn,Brooklyn
hardee's,"209 utica ave, ,",11213,chinese american,$,10F,Not Critical,A,34794,582300,56882,171.0,62059,Central Brooklyn,Brooklyn
cas' west indian & american restaurant,"135 kingston ave, ,",11213,caribbean indian,$,09B,Not Critical,A,34794,582300,56882,171.0,62059,Central Brooklyn,Brooklyn
prime sandwich,"377 kingston ave, ,",11213,jewish,$$,06C,Critical,A,34794,582300,56882,171.0,62059,Central Brooklyn,Brooklyn
vital blends,"253 schenectady ave, ,",11213,bars vegan cafe,$,10F,Not Critical,A,34794,582300,56882,171.0,62059,Central Brooklyn,Brooklyn
