name,address,zipcode,cuisine,price,rating,review_count
a & c guyana bakery & restaurant,"847 utica ave, ,",11203,bakeries caribbean,$,3.5,3
subway,"482-504 utica ave, ,",11203,fast food sandwiches,$,3.0,3
best bites restaurant and bakery,"4601 church ave, ,",11203,caribbean,$,2.5,16
boston jerk city restaurant,"1344 utica ave, ,",11203,barbeque,$$,3.0,18
tasty caribbean,"856 utica ave, ,",11203,caribbean,$,4.5,3
popeyes,"520 clarkson ave, ,",11203,fast food chicken wings,$,3.5,7
snatch & go internet cafe & juice bar,"3410 church ave, ,",11203,caribbean cafes juice bars & smoothies,$$,4.0,2
marab deli & grocery,"502 clarkson ave, ,",11203,grocery delis,$,3.5,5
ruby's palm grove takeout restaurant,"4122 ave d, ,",11203,caribbean soup,$,3.0,1
popeye's chicken & biscuits,"736 linden blvd, ,",11203,cajun/creole fast food,$,1.5,6
wing luck,"3312 church ave, ,",11203,chinese mexican,$,3.0,3
edge hill cuisine,"778 albany ave,",11203,breakfast & brunch trinidadian,$,2.5,6
subway,"528 clarkson ave, ,",11203,sandwiches fast food,$,3.0,3
new garden restaurant,"850 e new york ave, ,",11203,american (traditional),$,2.0,1
mcdonald,701 utica ave,11203,fast food burgers,$,2.0,3
a & v pizza and restaurant,"957 utica ave, ,",11203,pizza,$,3.5,9
blake international restaurant,"4311 church ave, ,",11203,caribbean,$,4.0,5
mama blaze,"907 new york ave,",11203,haitian,$,5.0,1
venus restaurant,"3701 foster ave, ,",11203,haitian american (new),$$,3.5,9
ital fusion,"4701 church ave, ,",11203,vegetarian,$,4.0,9
d & p restaurant and cocktail lounge,"3405 church avenue, ,",11203,restaurants,$,2.0,5
domino's pizza,835 clarkson ave,11203,pizza chicken wings sandwiches,$,1.5,13
golden krust bakery,"872 utica ave, ,",11203,caribbean,$,3.5,9
kennedy fried chicken,"4102 avenue d, ,",11203,salad chicken wings sandwiches,$$,3.5,4
mcdonald's,"5804 clarendon rd, ,",11203,fast food burgers,$,2.5,2
cherry's soulfood & international deli,"3902 church ave,",11203,soul food,$,1.0,1
caribbean jerkees delight,"932 utica ave, ,",11203,caribbean,$$,4.0,1
wendy's,"505 utica ave, ,",11203,fast food burgers,$,2.0,12
mcdonald's,"5713 church ave, ,",11203,burgers fast food,$,1.0,3
ortobello restaurant,"6401 bay pkwy, ,",11204,italian,$$,4.0,137
hand pull noodle and dumpling house,"7201 18th ave, ,",11204,chinese noodles,$,4.0,198
umai ramen,"6320 18th ave,",11204,ramen,$$,3.5,50
chungking restaurant,"6218 18th ave,",11204,szechuan,$$,4.0,37
hot spot nabe,"7204 18th ave, ,",11204,hot pot chinese,$$$,4.0,48
longevousjoy,"6610 bay pkwy, ,",11204,ramen,$$,3.0,220
honeybee pâtisserie,"6514 bay pkwy, ,",11204,desserts french coffee & tea,$,4.0,136
galici an ital-american eatery,"1611-13 bay ridge pkwy,",11204,italian pasta shops sandwiches,$$,4.5,23
jin jin hong kong cafe,"6224 18th ave, ,",11204,chinese hong kong style cafe sushi bars,$,3.5,182
momotaro,"6916 18th ave, ,",11204,japanese thai,$$,3.0,34
ta40 cafe,"6604 bay pkwy, ,",11204,cantonese hong kong style cafe,$$,3.0,55
pho 18 ave,"7116 18th ave, ,",11204,vietnamese,$$,3.0,62
fay wong cafe bakery,"6205 18th ave,",11204,chinese hong kong style cafe,$,4.0,48
blue agave restaurant bar,"7201 16th ave, ,",11204,mexican bars,$$,4.0,55
hop fa bakery,"6512 bay pkwy, ,",11204,dim sum bakeries,$,4.0,20
new jin xin,"7102 18th ave, ,",11204,chinese,$,4.5,5
65 kuho sushi shabu shabu,1701 65th st,11204,japanese hot pot,$$,3.5,140
la cemita restaurant,"6417 20th ave, ,",11204,mexican,$,4.0,13
djerdan burek brooklyn,"2283 65th st, ,",11204,turkish,$,4.0,11
cafe lily,"42 avenue o, ,",11204,russian korean uzbek,$,4.5,17
la palina restaurant,"159 ave o, ,",11204,italian,$$,4.0,107
tenzan,"7117 18th ave, ,",11204,japanese sushi bars,$$,3.5,225
j & v pizzeria,"6322 18th ave, ,",11204,pizza,$,4.0,163
kings rice restaurant,"6515 18th ave, ,",11204,chinese,$$,3.0,28
spicy bampa,"6920 18th ave, ,",11204,szechuan,$$,3.0,60
bay parkway cafe,"6812 bay pkwy, ,",11204,chinese,$$,3.5,22
howong seafood restaurant,"6720 bay pkwy, ,",11204,seafood,$$,2.5,25
pastosa ravioli,"7425 new utrecht ave, ,",11204,pasta shops delis,$$,4.5,55
arnor crepes & bubble tea,"1425 w 10th st, ,",11204,bubble tea ice cream & frozen yogurt creperies,$,4.0,92
silver star restaurant,"6221 18th ave, ,",11204,chinese,$$,3.5,36
davinci pizzeria,"6514 18th ave, ,",11204,pizza,$,4.0,65
golden dynasty restaurant,"6316 bay pkwy, ,",11204,chinese,$,3.5,6
fugu sushi,"6804 bay pkwy, ,",11204,sushi bars japanese,$$,3.5,109
mendelsohn's 18th ave kosher pizza,"4418 18th ave, ,",11204,pizza,$,4.0,17
europa pizzeria,"6423 20th ave, ,",11204,pizza italian,$$,3.5,93
bay bagels,"6302 bay pkwy, ,",11204,bagels breakfast & brunch,$,3.0,22
good day seafood restaurant,"6202 18th ave, ,",11204,seafood dim sum cantonese,$$,3.5,65
san lucas mexican restaurant,"2006 65th st, ,",11204,mexican,$,2.5,4
pizza daddy,"6422 bay pkwy, ,",11204,pizza italian,$,3.5,73
cafe two way,"26 ave o, ,",11204,middle eastern csa,$,5.0,5
glatt a la carte,"5123 18th ave, ,",11204,steakhouses kosher,$$$$,4.0,19
tortillas king,"7103 18th ave, ,",11204,tex-mex,$,3.0,47
torre's,"6808 bay pkwy, ,",11204,italian pizza,$,3.5,34
peking kitchen,"7106 bay pkwy, ,",11204,chinese,$,3.0,7
master wonton,"2369 60th st, ,",11204,chinese,$,3.0,23
mendel's 18th ave pizza,"4923 18th avenue, ,",11204,pizza,$,5.0,4
queen ann ravioli & macaroni,"7205 18th ave, ,",11204,specialty food delis wholesale stores,$$,4.5,7
bo sing bakery,"6625 bay pkwy, ,",11204,bakeries coffee & tea breakfast & brunch,$,3.5,40
columbus diner,"6610 18th ave, ,",11204,delis diners,$,3.5,34
papa mikes brick oven pizza,7416 20th ave,11204,pizza,$,4.0,32
wasabi japanese cuisine,"7222 18th ave, ,",11204,japanese,$$,2.5,111
jade star kitchen,"7008 18th ave, ,",11204,chinese seafood,$$,3.0,17
buonissima pizzeria,"7203 20th ave, ,",11204,pizza,$,3.5,27
quetzal restaurant,"6420 17th ave, ,",11204,spanish dominican,$,2.5,62
kaff kafe,5320 16th ave,11204,cafes,$,2.5,3
u & i restaurants,"4409 18th ave, ,",11204,restaurants,$$,1.5,7
mcdonald's,6620 bay pkwy,11204,fast food burgers,$,2.0,33
mike's pizza & catering,"7418 20th avenue, ,",11204,pizza,$,4.0,7
new china restaurant,"2229 65th street, ,",11204,chinese,$,2.5,7
lieberman luncheonette,"4801 16th ave, ,",11204,restaurants,$,3.5,3
subway,"6814 18th ave, ,",11204,sandwiches fast food,$,3.5,17
taqueria puebla,"374 avenue p, ,",11204,mexican,$,3.5,9
dai wah yummy city,"7218 18th ave, ,",11204,chinese,$$,2.0,24
j2 pizza jerusalem 2 pizza,"5502 18th ave, ,",11204,pizza kosher,$$,2.0,4
landau's kosher supermarket,"4516 18th ave, ,",11204,grocery kosher,$$$,2.0,3
bagel town,"2002 bay ridge pkwy, ,",11204,delis,$,2.5,6
e & e verona food,"6113 20th avenue, ,",11204,restaurants,$,2.0,2
ming hing restaurant,"380 ave p, ,",11204,chinese,$,3.0,9
cafe romeo,7111 20th ave,11204,cafes,$,4.5,2
pizzeria di mola,"176 ave o, ,",11204,pizza italian,$,3.5,9
a & l pizzeria,"6024 18th ave, ,",11204,pizza italian mexican,$,3.0,9
villabate alba,"7001 18th ave, ,",11204,bakeries desserts coffee & tea,$$,4.0,337
sushi k bar,"4120 16th ave, ,",11204,sushi bars japanese kosher,$$,3.0,9
subway,"6724 bay parkway, ,",11204,sandwiches fast food,$,4.0,9
new millennium bagels,"6424 20th ave, ,",11204,delis,$$,2.5,4
panda chinese restaurant,"7323 20th ave, ,",11204,chinese,$,3.5,11
fei ma bakery,6321 20th ave,11204,bakeries,$,3.5,2
cafe de paris,"4424 16 ave, brooklyn,",11204,sushi bars vegetarian,$$$,2.5,5
carlos grocery,"1983 52nd st, ,",11204,grocery,$,4.5,18
red mango,"6604 18th ave, ,",11204,ice cream & frozen yogurt juice bars & smoothies,$,3.5,46
telco discount stores,"6708 18th ave, ,",11204,discount store,$,4.0,23
just-desserts,"7211 18th ave,",11204,desserts bubble tea patisserie/cake shop,$,3.5,87
unique salon & day spa,"6922 bay pkwy, ,",11204,nail salons day spas massage,$$,4.0,46
sultry sweets bakery,"7023 20th ave, ,",11204,bakeries,$,3.5,2
h & t oriental grocery,"6617 bay pkwy, ,",11204,fruits & veggies,$,4.0,1
europa pastry shop,"6423 20th ave, ,",11204,bakeries,$$,2.5,4
serenity spa,"6511 bay pkwy, ,",11204,massage waxing day spas,$,3.5,20
boccia bakery,"157 avenue o, ,",11204,bakeries,$,3.5,3
bar bolinas,"455 myrtle ave, ,",11205,american (new),$$,4.5,59
soco,"509 myrtle ave, ,",11205,cajun/creole barbeque soul food,$$,4.0,1389
moloko,"705 myrtle ave, ,",11205,"cocktail bars american (new) beer, wine & spirits",$$,4.5,80
gentleman farmer fort greene,"378 myrtle ave, ,",11205,american (new) french,$$$,4.5,60
samui,"15 vanderbilt ave,",11205,thai asian fusion seafood,$$,3.5,38
wallabout seafood & co,"271 adelphi st,",11205,seafood,$$,4.5,129
dannee,"433 dekalb ave,",11205,thai,$$,4.5,54
colonia verde,"219 dekalb ave,",11205,latin american,$$,4.0,96
fancy nancy,"1038 bedford ave, ,",11205,cocktail bars american (new) wine bars,$$,4.0,62
maison may dekalb,"246 dekalb ave,",11205,french venues & event spaces breakfast & brunch,$$,4.0,214
da ciro brooklyn,"458 myrtle ave, ,",11205,pizza italian,$$,4.5,25
750 myrtle diner,"750 myrtle ave, ,",11205,modern european tapas bars japanese,$$,4.5,49
baron's,"564 dekalb ave, ,",11205,american (new) bars seafood,$$,4.5,61
eva jean's,"30 kosciuszko st, ,",11205,breakfast & brunch american (new) bars,$$,4.0,38
thai holic,"372 myrtle ave, ,",11205,thai salad,$$,4.5,182
roman's,"243 dekalb ave, ,",11205,italian,$$$,4.0,189
spice & grill,"441 myrtle ave, ,",11205,indian himalayan/nepalese,$$,4.5,45
lulu & po,"154 carlton ave, ,",11205,american (new),$$$,4.5,146
endless summer,"525 dekalb ave,",11205,sandwiches,$$,4.0,103
swell dive,"1013 bedford ave,",11205,tex-mex filipino tacos,$,4.0,21
black iris,"228 dekalb ave, ,",11205,middle eastern,$$,4.0,230
larina pastificio & vino,"387 myrtle ave,",11205,italian pasta shops cocktail bars,$$,4.5,26
bisou bisou,"264 carlton ave,",11205,french wine bars american (traditional),$$$,4.5,19
cultura pan latin cooking,"413 myrtle ave,",11205,latin american cuban mexican,$$,4.5,14
brooklyn tap house,"590 myrtle ave, ,",11205,beer bar salad sandwiches,$$,3.5,218
taqueria tepango,"568 myrtle ave, ,",11205,mexican,$,4.0,174
graziella's,"232 vanderbilt ave,",11205,italian pizza bars,$$,4.0,317
dosa royale,"258 dekalb ave,",11205,indian vegetarian vegan,$$,3.5,151
dino,"222 dekalb ave, ,",11205,italian,$$,3.5,195
pillow cafe lounge,"505 myrtle ave, ,",11205,coffee & tea sandwiches bars,$$,4.0,177
putnam's pub & cooker,"419 myrtle ave, ,",11205,gastropubs american (new) pubs,$$,3.5,306
brooklyn stoops,"748 myrtle ave, ,",11205,breakfast & brunch bars burgers,$,3.5,165
black swan,"1048 bedford ave, ,",11205,gastropubs sports bars,$$,3.5,606
il porto,"37 washington ave,",11205,pizza italian,$$,4.0,233
madiba restaurant,"195 dekalb ave, ,",11205,african,$$,3.5,602
chinantla,"657 myrtle ave, ,",11205,grocery tacos,$,4.0,93
los pollitos iii,"499 myrtle ave, ,",11205,mexican,$$,2.5,92
farmer in the deli,"357 myrtle ave, ,",11205,grocery delis convenience stores,$,4.5,104
luanne's wild ginger,235 dekalb ave,11205,vegan asian fusion vegetarian,$$,5.0,3
brooklyn kolache,"520 dekalb ave, ,",11205,coffee & tea bakeries cafes,$,4.5,216
two steps down,"240 dekalb ave, ,",11205,southern american (new) soul food,$$,3.5,13
beast of bourbon,"710 myrtle ave, ,",11205,barbeque pubs,$$,3.5,190
sapphire indian restaurant,"435 dekalb ave, ,",11205,indian,$$,4.0,17
luigi's pizzeria,"326 dekalb ave, ,",11205,pizza,$,4.5,190
hardee chinese- american,"351 myrtle ave, ,",11205,chinese,$,4.5,12
john's coffee donut shop,"481 myrtle avenue, ,",11205,diners,$,4.0,50
ganni's pizza,"652 myrtle ave, ,",11205,pizza,$,3.5,76
232 taste korea,"232 taaffe pl, ,",11205,korean bars,$$,3.5,129
mike's coffee shop,"328 dekalb ave, ,",11205,diners coffee & tea breakfast & brunch,$,4.0,155
stonefruit espresso + kitchen,"1058 bedford ave, ,",11205,cafes salad bakeries,$$,4.0,75
el cofre,"454 myrtle ave, ,",11205,latin american,$,3.5,41
smooch,"264 carlton ave,",11205,vegetarian coffee & tea breakfast & brunch,$$,3.5,175
the general greene,"229 dekalb ave, ,",11205,american (new) desserts,$$,3.0,442
castro's restaurant,"511 myrtle ave, ,",11205,mexican,$,3.5,230
gmc temaxcal deli & grocery,"163 park ave, ,",11205,mexican grocery delis,$,5.0,16
colador cafe,"1000 bedford ave, ,",11205,cafes american (new) breakfast & brunch,$,3.5,243
damas falafel house,"407 myrtle ave, ,",11205,falafel vegetarian sandwiches,$,3.5,88
oaxaca taqueria,"10 clermont ave, ,",11205,mexican,$,2.5,10
kum kau,"465 myrtle ave, ,",11205,chinese,$$,3.5,185
rustik tavern,"471 dekalb ave, ,",11205,american (traditional) pubs,$$,3.5,250
brooklyn public house,"247 dekalb ave, ,",11205,pubs,$$,3.5,254
waza sushi & ramen,"485 myrtle ave, ,",11205,sushi bars,$$,3.5,147
clinton park cafe,"274 hall st, ,",11205,american (traditional) breakfast & brunch cafes,$,3.5,61
tony's pizza spot,"431 dekalb ave, ,",11205,pizza,$,4.5,28
jamaica grill jerk center,"474 myrtle ave, ,",11205,caribbean bars,$$,3.5,6
humo smokehouse,"336 myrtle ave, ,",11205,smokehouse,$$,4.5,126
espinal deli,"282 nostrand ave, ,",11205,delis spanish,$,4.0,12
sushi d,"207 dekalb ave, ,",11205,sushi bars japanese,$$,3.5,107
chipotle mexican grill,"394 myrtle ave, ,",11205,mexican fast food,$$,2.5,25
bittersweet,"180 dekalb ave, ,",11205,coffee & tea donuts cafes,$,3.5,90
addailam deli grocery,"181 nostrand ave, ,",11205,grocery delis,$$,4.5,2
bergen bagels,"536 myrtle ave, ,",11205,bagels breakfast & brunch sandwiches,$,3.5,178
gino's pizzeria,"585 myrtle ave, ,",11205,pizza italian,$,3.5,41
j and j navy yard hero shoppe,"108 flushing ave, ,",11205,sandwiches,$,3.5,9
park avenue luncheonette,"131 park ave, ,",11205,diners,$,3.5,5
mega bites,"245 dekalb ave, ,",11205,diners breakfast & brunch sandwiches,$$,3.5,74
myrtle thai,"438 myrtle ave, ,",11205,thai,$$,3.0,111
chan's garden,"679 myrtle ave, ,",11205,chinese,$,3.5,23
no 1 chinese restaurant,"1011 bedford ave, ,",11205,chinese,$,3.0,21
yamashiro,"466 myrtle ave, ,",11205,japanese sushi bars,$$,3.5,95
sushi k bar,"888 bedford ave, ,",11205,kosher sushi bars,$$,3.5,26
the ice cream house,"873 bedford ave, ,",11205,ice cream & frozen yogurt kosher,$,3.5,34
myrtle bagel,"410 myrtle ave, ,",11205,bagels sandwiches,$,3.5,44
kinara ii indian restaurant,"368 myrtle ave, ,",11205,indian,$$,3.5,81
the halal spot,"474 myrtle ave,",11205,halal middle eastern,$,4.5,12
wray's caribbean and seafood cuisine,"503 myrtle ave,",11205,caribbean seafood,$$,2.0,139
thai 101 bistro,"448 myrtle ave, ,",11205,thai,$$,3.0,128
buff patty restaurant & bakery,"376 myrtle ave, ,",11205,caribbean bakeries,$,3.0,67
the emerson,"561 myrtle ave, ,",11205,lounges pubs,$$,4.0,62
five spot,"459 myrtle ave, ,",11205,soul food seafood american (traditional),$$,2.0,138
hot chix,"110 dekalb ave, ,",11205,chicken wings,$,3.5,53
sakuro tokyo ii,"354 myrtle ave, ,",11205,japanese,$,3.0,54
the great georgiana,"248 dekalb ave, ,",11205,bars,$$,3.5,60
grace kitchen,"484 myrtle ave, ,",11205,chinese asian fusion,$,3.0,22
mr. sandwich,"521 myrtle ave, ,",11205,sandwiches,$,3.5,8
moishe's place,"868 bedford ave, ,",11205,kosher fast food burgers,$$,3.0,5
lonestar empire,"176 lafayette ave, fort greene, east river waterfront, williamsburg,",11205,street vendors barbeque,$,4.0,17
kitten coffee,"187 skillman st, ,",11205,coffee roasteries adult education,$,5.0,11
mario's pizzeria,"224 dekalb ave, ,",11205,pizza,$,3.0,44
general greene,"229 dekalb ave, ,",11205,american (new),$$,3.0,2
burger urway,"354 myrtle ave, ,",11205,burgers chicken wings,$$,2.5,70
condor hotel,"56 franklin ave,",11205,hotels,$$,3.5,44
fort greene deli 2,"320 myrtle avenue,",11205,coffee & tea breakfast & brunch sandwiches,$,4.5,2
farmer in the deli,541 myrtle ave,11205,delis grocery convenience stores,$,4.5,2
sam's pizza,"486 dekalb ave, ,",11205,pizza,$,3.5,10
subway,"400 myrtle ave, ,",11205,fast food sandwiches,$,2.0,5
la villa cafe,"505 dekalb ave, ,",11205,american (new) coffee & tea bagels,$$,3.0,20
peck's,"455a myrtle ave, ,",11205,specialty food bakeries coffee & tea,$$,4.0,76
chung chun kitchen,338 myrtle ave,11205,chinese,$,3.5,12
dough,"448 lafayette ave, ,",11205,donuts,$,4.5,1475
connecticut muffin,"423 myrtle ave, ,",11205,american (new),$,3.0,46
punta cana coffee shop & restaurant,"490 dekalb ave, ,",11205,mexican,$,3.0,33
family deli,"334 myrtle ave, ,",11205,delis sandwiches,$,4.5,2
energy fuel fort greene,"386 myrtle ave, ,",11205,vegetarian juice bars & smoothies breakfast & brunch,$$,3.0,78
brooklyn nights,"497 dekalb ave, ,",11205,bars american (new),$$,3.0,22
liberty pizzeria,"482 myrtle ave, ,",11205,pizza,$,3.5,18
crown fried chicken,"339 myrtle ave, ,",11205,fast food,$,3.5,11
nathan's famous,"569 myrtle ave, ,",11205,hot dogs,$,4.0,2
1017 deli,1017 bedford ave,11205,delis sandwiches convenience stores,$,4.0,5
bagel world,"223 dekalb ave, ,",11205,bagels delis,$,3.0,47
element seafood,"50 franklin ave, ,",11205,seafood markets,$$,5.0,4
fort grace ice cream & sweet shop,"229 dekalb ave, ,",11205,desserts ice cream & frozen yogurt,$,4.0,44
gnarly vines,"350 myrtle ave, ,",11205,"beer, wine & spirits",$$,4.5,58
domino's pizza,"328 myrtle ave, ,",11205,pizza chicken wings sandwiches,$$,1.0,51
body by brooklyn,"275 park ave, ,",11205,day spas venues & event spaces skin care,$$$,3.0,178
tak luck restaurant,"746 myrtle ave, ,",11205,chinese,$,3.0,4
good joy,"216 dekalb ave, ,",11205,chinese,$,3.5,20
win son,"159 graham ave,",11206,taiwanese american (new),$$,4.5,89
the brooklyn tree,"188 montrose ave, ,",11206,american (traditional) sandwiches coffee & tea,$$,4.5,31
the topaz,"251 bushwick ave, ,",11206,bars tapas/small plates,$$,5.0,53
ichiran,"374 johnson ave, ,",11206,ramen noodles,$$,3.5,328
sweet science,"135 graham ave,",11206,bars burgers american (new),$$,4.0,310
moku moku,"43 bogart st, ,",11206,japanese tapas/small plates,$$,4.5,58
mama bella's,"457 bushwick ave, ,",11206,italian spanish seafood,$$,4.5,23
momo sushi shack,"43 bogart st, ,",11206,japanese sushi bars asian fusion,$$,4.0,575
983-bushwick's living room,"983 flushing ave,",11206,comfort food american (traditional),$$,4.0,285
syndicated bar theater kitchen,"40 bogart st, ,",11206,cinema gastropubs bars,$$,4.0,103
roberta's,"261 moore st, ,",11206,pizza italian,$$,4.0,1938
eastwick,"112 graham ave, ,",11206,american (new) middle eastern breakfast & brunch,$$,4.0,196
forrest point,"970 flushing ave, ,",11206,bars sandwiches american (new),$$,4.0,195
skytown,"921 broadway, ,",11206,american (new) bars cafes,$$,4.0,180
the graham,"151 meserole st, ,",11206,bars music venues breakfast & brunch,$,4.0,62
champs diner,"197 meserole st, ,",11206,vegan bakeries diners,$$,4.0,777
blanca,"261 moore st, ,",11206,american (new),$$$$,4.0,122
habanero cafe mexican grill,"715 flushing ave, ,",11206,mexican,$$,4.0,33
samurai papa,"32 varet st, ,",11206,japanese,$$,4.5,156
sandobe,"918 broadway,",11206,sushi bars korean karaoke,$$,4.5,25
taqueria la placita puebla,"830 broadway, ,",11206,mexican,$,4.0,41
brooklyn blend,"194 tompkins ave, ,",11206,american (new) juice bars & smoothies coffee & tea,$$,4.5,60
koda restaurant & lounge,"985 flushing ave, ,",11206,cocktail bars american (new) american (traditional),$$,4.0,56
dun-well doughnuts,"222 montrose ave,",11206,donuts vegan coffee & tea,$,4.0,657
testo,"141 leonard st, ,",11206,italian gluten-free,$$,4.5,134
la isla cuchifritos,"6 graham ave, ,",11206,spanish puerto rican latin american,$,4.0,41
healthy choice kitchen,"181 graham ave, ,",11206,middle eastern mediterranean juice bars & smoothies,$,4.0,66
el cortez,"17 ingraham st, ,",11206,pubs tex-mex,$$,3.5,76
central station,"84 central ave,",11206,bars american (new),$$,4.5,56
dillinger's,"146 evergreen ave,",11206,coffee & tea breakfast & brunch,$$,4.0,137
lucky star restaurant,"13 marcus garvey blvd, ,",11206,caribbean,$,4.0,7
bizarre,"12 jefferson st, ,",11206,cocktail bars american (new),$$,3.5,98
newtown,"55 waterbury st, ,",11206,vegetarian middle eastern breakfast & brunch,$,4.5,93
19 cafe,"84 manhattan ave, ,",11206,coffee & tea asian fusion breakfast & brunch,$,4.5,63
nam nam,"109 montrose ave,",11206,vietnamese coffee & tea,$,4.5,348
"tacos, twins and trains taco cart","64 bogart st, ,",11206,food trucks mexican,$,4.0,10
brooklyn ball factory,"95 montrose ave, ,",11206,cafes asian fusion,$$,4.5,78
caridad china,"108 graham ave, ,",11206,latin american chinese,$$,4.0,21
ange noir cafe,"247 varet st,",11206,coffee & tea sandwiches bars,$,4.0,71
the anchored inn,"57 waterbury st, ,",11206,bars american (traditional) music venues,$$,4.0,120
mirakuya japanese cuisine,"727 flushing ave,",11206,japanese,$,4.0,9
la lupe,"9 jefferson st, ,",11206,mexican,$$,3.5,96
moore street market,"110 moore st, ,",11206,grocery puerto rican,$,5.0,5
hell phone,"247 varet st, ,",11206,american (traditional) creperies cocktail bars,$$,4.0,8
tutu's,"25 bogart st, ,",11206,pubs american (traditional) breakfast & brunch,$$,3.5,255
pine box rock shop,"12 grattan st, ,",11206,vegan cocktail bars,$$,4.0,196
jessi's coffee shop,"223 bushwick ave, ,",11206,coffee & tea bakeries sandwiches,$,4.5,76
note thai,"279 bushwick ave, ,",11206,thai,$$,2.5,104
cook street restaurant,"685 broadway, ,",11206,chinese,$,3.5,7
stella di sicilia bakery,"217 montrose ave, ,",11206,bakeries sandwiches desserts,$,4.5,44
vegan shop up,"12 grattan st, ,",11206,vegan,$$,4.5,20
eagle grocery & deli,"317 bushwick ave, ,",11206,delis grocery,$,4.0,6
brooklyn mac,"173 montrose ave, ,",11206,american (traditional) gluten-free,$$,3.0,101
u like,"602 marcy ave, ,",11206,chinese,$,4.0,32
carthage must be destroyed,"222 bogart st,",11206,breakfast & brunch coffee & tea sandwiches,$$,4.5,9
bushwick pita palace,"243 bushwick ave, ,",11206,mexican mediterranean,$,3.5,154
crown fried chicken,"822 myrtle ave, ,",11206,fast food,$,4.0,20
silent barn,"603 bushwick ave, ,",11206,music venues art galleries cafes,$,4.0,30
swallow cafe,"49 bogart st, ,",11206,coffee & tea cafes,$,3.5,143
all about indian food,443 bushwick ave,11206,indian,$$,4.0,45
central cafe,"108 central ave, ,",11206,coffee & tea cafes breakfast & brunch,$,4.0,94
great big bacon picnic,"630 flushing ave, ,",11206,american (new),$$$$,4.0,2
gshmak,"164 wallabout st,",11206,desserts bakeries kosher,$,5.0,3
little brooklyn taste,"459 bushwick ave, ,",11206,sandwiches coffee & tea salad,$,3.0,15
pizza & pasta restaurant,"83 graham ave, ,",11206,pizza mexican,$$,2.5,11
milly's pizzeria,834 broadway,11206,pizza,$,3.5,23
bearcat,"150 manhattan ave,",11206,cafes breakfast & brunch,$$,5.0,6
grand seafood,"98 bushwick ave, ,",11206,seafood seafood markets,$$,4.0,10
cafe los arcos,"255 a bushwick ave, ,",11206,mexican,$,3.5,75
tk's deli,"954 broadway, ,",11206,delis convenience stores,$,4.5,12
cafe' 28,"28 throop ave,",11206,coffee & tea breakfast & brunch,$,4.0,3
'leafage,"685 broadway, ,",11206,salad juice bars & smoothies sandwiches,$$,4.0,12
george's spanish and american restaurant,"1 graham ave., ,",11206,spanish,$,3.0,23
la pasadita taco truck,"957 broadway, ,",11206,street vendors mexican,$,5.0,8
tina's place,"1002 flushing ave, ,",11206,diners american (traditional),$,3.5,98
la vega,"472 lorimer st, ,",11206,latin american,$,4.0,14
wingstop,935 broadway,11206,chicken wings,$$,3.0,11
krumville bake shop,"630 flushing ave, 8th fl,",11206,bakeries gluten-free,$$,4.5,7
antojitos mexicanos,"107 graham ave, ,",11206,mexican,$,3.5,25
cholulita bella deli,"888 broadway, ,",11206,mexican,$,3.5,46
stay fresh grill & deli,"889 broadway,",11206,salad delis juice bars & smoothies,$,2.5,86
china city,"903 myrtle ave, ,",11206,chinese,$,2.5,17
mcdonald's,"700 broadway, ,",11206,fast food burgers,$,1.5,8
mike's pizza,"905 myrtle ave, ,",11206,italian pizza,$,3.5,14
little caesars,"715 broadway, ,",11206,pizza,$$,3.0,2
don pedro,"90 manhattan ave, ,",11206,music venues bars mexican,$,3.5,58
woodhull deli,691 broadway,11206,delis sandwiches,$,2.5,3
asian yummy house,"824 broadway, ,",11206,chinese,$,2.0,10
meserole's united deli,"232 meserole st., ,",11206,grocery delis,$,2.0,2
ihop,"785 flushing ave, ,",11206,breakfast & brunch american (traditional),$$,2.5,79
mi parador,"920 broadway, ,",11206,spanish,$$,1.5,6
the pump juice bar,"306 ellery st,",11206,juice bars & smoothies american (traditional),$$,4.5,5
brooklyn cafe,"816 broadway, ,",11206,cafes,$,3.5,4
new wing's kitchen,"685 broadway, ,",11206,chinese,$,4.5,6
bread brothers bagel cafe - bushwick,"220 bushwick ave, ,",11206,american (traditional) desserts bagels,$,3.0,156
j.k. & sons restaurant,"801 broadway, ,",11206,diners american (traditional) sandwiches,$$,3.0,22
new fun sing,"689 broadway, ,",11206,chinese,$,3.5,6
crown fried chicken,"92 thompkins ave, ,",11206,fast food,$$,3.5,3
the squeeze,196 graham ave,11206,salad live/raw food,$,4.0,40
burger king,"736 broadway, brooklyn,",11206,fast food,$,3.0,5
geminis ii restaurant,"109 graham ave, ,",11206,latin american,$,3.0,10
danny's pizzeria,"241 bushwick ave, ,",11206,pizza,$,3.0,99
the burg cafe,"253 bushwick ave,",11206,cafes,$$,4.0,6
new china,"1135 myrtle ave, ,",11206,chinese,$,4.0,7
warma cafe,"442 lorimer st, ste b,",11206,cafes breakfast & brunch sandwiches,$,3.5,62
grace chinese food ii,"136 graham ave, ,",11206,chinese,$,3.5,6
big boy deli,"broadway and myrtle ave, ,",11206,delis convenience stores,$,4.0,7
taco bell,"785 flushing ave, ,",11206,mexican fast food tex-mex,$,3.5,20
haab,"202 leonard st, ,",11206,mexican,$$,3.5,149
little italy pizza,"876 broadway, ,",11206,pizza italian sandwiches,$,2.5,10
